prompt,rows,mean_iou,median_iou,mean_boundary_f1,mean_latency_sec,mean_fps
box,360,0.888514949228293,0.9421510674278428,0.9367012686183875,0.01904336456110888,78.9528325801236
point,360,0.7993262524758301,0.9154024635038522,0.833017300917871,0.01989020111389735,75.04377572335281
auto,360,0.7527151771380431,0.9289450302483896,0.8066564397674597,13.199989797436167,0.07585363107797574
