gt_category,n,mean_iou,median_iou,iou_ge_050,iou_lt_010
box,54,0.8124326153716525,0.9024962532026524,0.9074074074074074,0.037037037037037035
cable,42,0.5602129519775049,0.6104295253058019,0.6904761904761905,0.09523809523809523
connector,86,0.757526069905582,0.8610920282744181,0.872093023255814,0.06976744186046512
glass_object,54,0.685184066853415,0.7897062158467385,0.8148148148148148,0.12962962962962962
metal_part,78,0.8288373359443246,0.8906684313957542,0.9358974358974359,0.02564102564102564
plastic_object,97,0.8498817344827935,0.926171875,0.9381443298969072,0.05154639175257732
robot_gripper,155,0.7486795667142937,0.8066268332428028,0.9096774193548387,0.025806451612903226
screw,66,0.6395514124532896,0.7589969026487215,0.8333333333333334,0.13636363636363635
tool,47,0.675457199345207,0.7216258766280235,0.7872340425531915,0.0425531914893617
