model,num_test_images,num_test_objects,score_thresh,mean_iou,median_iou,mean_boundary_f1,iou_ge_090,iou_ge_075,iou_ge_050,iou_lt_010,total_inference_time_s,mean_fps_images,mean_fps_objects
maskrcnn_resnet50_fpn,30,275,0.05,0.6729931894193915,0.7756385068762279,0.6258636974239365,0.18181818181818182,0.5563636363636364,0.7890909090909091,0.09454545454545454,5.837942700993153,5.1387965823810475,47.10563533849294
