run,objects,mean_iou,median_iou,mean_boundary_f1,iou_ge_0.90,iou_ge_0.75,iou_ge_0.50,iou_lt_0.10,mean_fps
sam_vit_b_box,4471,0.9056914065275052,0.9553291536050156,0.9356110488604319,0.7512860657571013,0.9136658465667636,0.9702527398792217,0.0031312905390293,61.96196669328483
mobilesam_box,4471,0.865553347446373,0.9363356845722554,0.9797171826481357,0.6284947439051666,0.8429881458286737,0.9456497427868485,0.004473272198613286,69.52030942170391
