model,num_test_images,num_test_objects,score_thresh,mean_iou,median_iou,mean_boundary_f1,iou_ge_090,iou_ge_075,iou_ge_050,iou_lt_010,total_inference_time_s,mean_fps_images,mean_fps_objects
maskrcnn_resnet50_fpn,75,679,0.05,0.7461524914807578,0.830856781536516,0.7218426575393403,0.28718703976435933,0.6745213549337261,0.8748159057437408,0.060382916053019146,13.427603096999519,5.5855091529149545,50.56747619772339
