prompt,objects,mean_iou,median_iou,mean_boundary_f1,iou_ge_0.90,iou_ge_0.75,iou_ge_0.50,iou_lt_0.10
box,271,0.893112800159798,0.9514200298953662,0.9295787693432844,0.7011070110701108,0.9040590405904059,0.966789667896679,0.007380073800738007
point,271,0.8133196858642304,0.922754491017964,0.8294581351000412,0.5498154981549815,0.7712177121771218,0.8708487084870848,0.01845018450184502
auto,271,0.7750588366611271,0.9386304909560724,0.818493260199154,0.6088560885608856,0.7638376383763837,0.8265682656826568,0.1033210332103321
