prompt_name,num_objects,mean_iou,median_iou,min_iou,max_iou,std_iou,mean_sam_score,median_sam_score,min_sam_score,max_sam_score
sam_point_prompt,52,0.7281570497595078,0.804281654990098,0.0885518590998043,0.8868421052631579,0.20218437470043324,0.8075359085431466,0.8239735662937164,0.5702335238456726,0.9507759213447572
