model,prompt_type,split,image_path,instance_id,category,challenge,iou,boundary_f1,predicted_iou,elapsed_s,fps,device,num_generated_masks
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000004.png,48,box,dynamic_scene;partial_occlusion,0.5391983732006208,0.6018329405603561,0.9456236958503723,0.44605140824933187,2.2418940541513197,cuda,20
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000004.png,49,robot_gripper,dynamic_scene;partial_occlusion,0.7425901427083627,0.6734366802498148,0.9740022420883179,0.44605140824933187,2.2418940541513197,cuda,20
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000004.png,50,robot_gripper,dynamic_scene;partial_occlusion,0.9568788501026694,1.0,0.9556285738945007,0.44605140824933187,2.2418940541513197,cuda,20
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000004.png,51,robot_gripper,dynamic_scene;partial_occlusion,0.18597888079507596,0.32105131468729264,0.9740022420883179,0.44605140824933187,2.2418940541513197,cuda,20
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000005.png,54,box,reflective_metal;partial_occlusion,0.9809833024118738,0.9986263736263735,0.95453280210495,0.40620601255553385,2.461805017874487,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000005.png,55,metal_part,reflective_metal;partial_occlusion,0.42782152230971127,0.5446820366371804,0.9160733222961426,0.40620601255553385,2.461805017874487,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000005.png,56,screw,reflective_metal;partial_occlusion;small_parts,0.8801020408163265,0.8911323328785811,0.9097083210945129,0.40620601255553385,2.461805017874487,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000005.png,57,plastic_object,reflective_metal;partial_occlusion,0.9755754700404147,1.0,0.9504892230033875,0.40620601255553385,2.461805017874487,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000005.png,58,tool,reflective_metal;partial_occlusion,0.6551436901291129,0.5776322559521025,0.9110779166221619,0.40620601255553385,2.461805017874487,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000005.png,59,tool,reflective_metal;partial_occlusion,0.9071126334878098,0.8623528491532715,0.9646425843238831,0.40620601255553385,2.461805017874487,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000005.png,60,robot_gripper,reflective_metal;partial_occlusion,0.7435012185215272,0.6765793566895532,0.8941285014152527,0.40620601255553385,2.461805017874487,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000005.png,61,robot_gripper,reflective_metal;partial_occlusion,0.9342294767162747,0.9208634783425726,0.9004343748092651,0.40620601255553385,2.461805017874487,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000005.png,62,robot_gripper,reflective_metal;partial_occlusion,0.12022772940388479,0.39017916390179164,0.8941285014152527,0.40620601255553385,2.461805017874487,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000006.png,65,plastic_object,transparent_glass;partial_occlusion,0.9746328437917223,1.0,0.8361549973487854,0.40048264533349237,2.49698710206849,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000006.png,66,metal_part,transparent_glass;reflective_metal;partial_occlusion,0.0646335912608102,0.34941136898755465,0.9489360451698303,0.40048264533349237,2.49698710206849,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000006.png,67,glass_object,transparent_glass;partial_occlusion,0.25076707057049247,0.37719772944468116,0.9471994638442993,0.40048264533349237,2.49698710206849,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000006.png,68,glass_object,transparent_glass;partial_occlusion,0.26151172893136404,0.37123228853585233,0.8000736236572266,0.40048264533349237,2.49698710206849,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000006.png,69,plastic_object,transparent_glass;partial_occlusion,0.9629856225145305,0.9776951672862453,0.8600954413414001,0.40048264533349237,2.49698710206849,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000006.png,70,cable,transparent_glass;partial_occlusion,0.7626694473409802,0.5259010271629572,0.8948139548301697,0.40048264533349237,2.49698710206849,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000006.png,71,robot_gripper,transparent_glass;partial_occlusion,0.7316731789817461,0.662326865460934,0.9596698880195618,0.40048264533349237,2.49698710206849,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000006.png,72,robot_gripper,transparent_glass;partial_occlusion,0.12602387081675637,0.3293402278476555,0.9596698880195618,0.40048264533349237,2.49698710206849,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000006.png,73,robot_gripper,transparent_glass;partial_occlusion,0.8405617513424205,0.763975792388963,0.9489360451698303,0.40048264533349237,2.49698710206849,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000007.png,76,cable,partial_occlusion,0.0052202283849918435,0.16271186440677965,0.9593232274055481,0.46778130375059845,2.1377511071566007,cuda,9
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000007.png,77,tool,partial_occlusion;reflective_metal,0.8921977367480644,1.0,0.939254105091095,0.46778130375059845,2.1377511071566007,cuda,9
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000007.png,78,plastic_object,partial_occlusion,0.0,0.07996913471993265,0.987263023853302,0.46778130375059845,2.1377511071566007,cuda,9
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000007.png,79,plastic_object,partial_occlusion,0.9717138103161398,1.0,0.9593232274055481,0.46778130375059845,2.1377511071566007,cuda,9
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000007.png,80,connector,partial_occlusion;small_parts,0.0,0.01257685858021241,0.987263023853302,0.46778130375059845,2.1377511071566007,cuda,9
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000007.png,81,robot_gripper,partial_occlusion,0.5750060081711127,0.6401539361368471,0.9587085843086243,0.46778130375059845,2.1377511071566007,cuda,9
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000007.png,82,robot_gripper,partial_occlusion,0.2849356036853022,0.2650705658659382,0.9587085843086243,0.46778130375059845,2.1377511071566007,cuda,9
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000007.png,83,robot_gripper,partial_occlusion,0.0626089482858803,0.0936152197496891,0.9587085843086243,0.46778130375059845,2.1377511071566007,cuda,9
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000008.png,86,cable,small_parts;partial_occlusion,0.010862186014935505,0.10370155600657197,0.9452525973320007,0.31930584291694686,3.1317936147510625,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000008.png,87,screw,small_parts;partial_occlusion,0.05038682801031542,0.27533130742811934,0.8320750594139099,0.31930584291694686,3.1317936147510625,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000008.png,88,screw,small_parts;partial_occlusion,0.07955449482895784,0.2912237330037083,0.8320750594139099,0.31930584291694686,3.1317936147510625,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000008.png,89,tool,small_parts;reflective_metal;partial_occlusion,0.9413861386138613,0.9816287878787879,0.9138334393501282,0.31930584291694686,3.1317936147510625,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000008.png,90,connector,small_parts;partial_occlusion,0.9756763464879623,1.0,0.9461030960083008,0.31930584291694686,3.1317936147510625,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000008.png,91,plastic_object,small_parts;partial_occlusion,0.9569105691056911,0.9032258064516129,0.9851933121681213,0.31930584291694686,3.1317936147510625,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000008.png,92,box,small_parts;partial_occlusion,0.9569160997732427,0.9930104236208575,0.9010880589485168,0.31930584291694686,3.1317936147510625,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000008.png,93,tool,small_parts;reflective_metal;partial_occlusion,0.9174813110983324,0.8931506849315067,0.9452525973320007,0.31930584291694686,3.1317936147510625,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000008.png,94,box,small_parts;partial_occlusion,0.9897314375987362,1.0,0.9774504899978638,0.31930584291694686,3.1317936147510625,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000008.png,95,robot_gripper,small_parts;partial_occlusion,0.8308414924583223,0.7530711374269281,0.9012515544891357,0.31930584291694686,3.1317936147510625,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000008.png,96,robot_gripper,small_parts;partial_occlusion,0.5735578250069003,0.7034482758620689,0.9312984347343445,0.31930584291694686,3.1317936147510625,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000008.png,97,robot_gripper,small_parts;partial_occlusion,0.04994994994994995,0.2129646290991679,0.9012515544891357,0.31930584291694686,3.1317936147510625,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000009.png,100,glass_object,dynamic_scene;transparent_glass;partial_occlusion,0.7644924249296925,0.6395604395604396,0.9463321566581726,0.5441971612848907,1.8375693060193925,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000009.png,101,plastic_object,dynamic_scene;partial_occlusion,0.9800796812749004,1.0,0.9738125205039978,0.5441971612848907,1.8375693060193925,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000009.png,102,plastic_object,dynamic_scene;partial_occlusion,0.9795095367847412,1.0,0.9758408665657043,0.5441971612848907,1.8375693060193925,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000009.png,103,plastic_object,dynamic_scene;partial_occlusion,0.8695652173913043,0.6984587260062407,0.8811086416244507,0.5441971612848907,1.8375693060193925,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000009.png,104,plastic_object,dynamic_scene;partial_occlusion,0.9812646370023419,1.0,0.9665061831474304,0.5441971612848907,1.8375693060193925,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000009.png,105,robot_gripper,dynamic_scene;partial_occlusion,0.8914074855034264,0.8463240470682893,0.9711394309997559,0.5441971612848907,1.8375693060193925,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000009.png,106,robot_gripper,dynamic_scene;partial_occlusion,0.25890279114533205,0.47221487165916903,0.899402916431427,0.5441971612848907,1.8375693060193925,cuda,13
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000011.png,110,glass_object,transparent_glass;partial_occlusion,0.7880360557224801,0.3529558961526431,0.9491269588470459,0.4711935041250399,2.122270343808966,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000011.png,111,plastic_object,transparent_glass;partial_occlusion,0.9690391459074733,0.9844961240310077,0.9554873108863831,0.4711935041250399,2.122270343808966,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000011.png,112,glass_object,transparent_glass;partial_occlusion,0.9865619809753888,1.0,0.9597100019454956,0.4711935041250399,2.122270343808966,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000011.png,113,box,transparent_glass;partial_occlusion,0.9674733570159858,0.871866295264624,0.9720869660377502,0.4711935041250399,2.122270343808966,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000011.png,114,glass_object,transparent_glass;partial_occlusion,0.9871648602395893,1.0,0.8906450271606445,0.4711935041250399,2.122270343808966,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000011.png,115,plastic_object,transparent_glass;partial_occlusion,0.9728079911209767,1.0,0.962502658367157,0.4711935041250399,2.122270343808966,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000011.png,116,robot_gripper,transparent_glass;partial_occlusion,0.8709751742411151,0.8586106061803526,0.9637718200683594,0.4711935041250399,2.122270343808966,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000011.png,118,robot_gripper,transparent_glass;partial_occlusion,0.9736147757255936,1.0,0.9504744410514832,0.4711935041250399,2.122270343808966,cuda,17
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000012.png,121,box,partial_occlusion,0.9918479325886733,1.0,0.9871134757995605,0.3866971655996167,2.5860029215610862,cuda,16
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000012.png,122,connector,partial_occlusion;small_parts,0.9880418535127056,1.0,0.9851506352424622,0.3866971655996167,2.5860029215610862,cuda,16
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000012.png,123,box,partial_occlusion,0.9794428595401913,0.9958630188992407,0.9784690737724304,0.3866971655996167,2.5860029215610862,cuda,16
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000012.png,124,metal_part,partial_occlusion;reflective_metal,0.8849734994986391,0.7413887998948501,0.8498238921165466,0.3866971655996167,2.5860029215610862,cuda,16
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000012.png,125,metal_part,partial_occlusion;reflective_metal,0.898964418481147,0.7744586150817427,0.8366520404815674,0.3866971655996167,2.5860029215610862,cuda,16
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000012.png,126,cable,partial_occlusion,0.8146067415730337,0.8129546057870985,0.9114199280738831,0.3866971655996167,2.5860029215610862,cuda,16
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000012.png,127,connector,partial_occlusion;small_parts,0.6003147128245476,0.654054054054054,0.9338687658309937,0.3866971655996167,2.5860029215610862,cuda,16
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000012.png,128,robot_gripper,partial_occlusion,0.650593220338983,0.5225729259702397,0.9488046765327454,0.3866971655996167,2.5860029215610862,cuda,16
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000012.png,129,robot_gripper,partial_occlusion,0.2709779805594128,0.5638629283489096,0.9565671682357788,0.3866971655996167,2.5860029215610862,cuda,16
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000012.png,130,robot_gripper,partial_occlusion,0.7083460715377561,0.745799348646857,0.9271241426467896,0.3866971655996167,2.5860029215610862,cuda,16
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000013.png,132,screw,small_parts,0.0076677316293929714,0.17725258493353027,0.9256894588470459,0.3095192069231416,3.23081727283023,cuda,14
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000013.png,133,screw,small_parts,0.8071748878923767,0.8970588235294117,0.8523960113525391,0.3095192069231416,3.23081727283023,cuda,14
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000013.png,134,connector,small_parts,0.9306029579067122,0.891616516713341,0.9605018496513367,0.3095192069231416,3.23081727283023,cuda,14
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000013.png,135,screw,small_parts,0.953307392996109,1.0,0.8950213193893433,0.3095192069231416,3.23081727283023,cuda,14
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000013.png,136,screw,small_parts,0.012515644555694618,0.3050211168465509,0.9572205543518066,0.3095192069231416,3.23081727283023,cuda,14
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000013.png,137,box,small_parts,0.9835355285961872,0.9961904761904762,0.9610366225242615,0.3095192069231416,3.23081727283023,cuda,14
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000013.png,138,connector,small_parts,0.9707792207792207,0.9800443458980045,0.9633360505104065,0.3095192069231416,3.23081727283023,cuda,14
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000013.png,139,connector,small_parts,0.9635343618513323,1.0,0.9572205543518066,0.3095192069231416,3.23081727283023,cuda,14
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000013.png,140,connector,small_parts,0.8735177865612648,0.7941530206309557,0.9256894588470459,0.3095192069231416,3.23081727283023,cuda,14
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000013.png,141,screw,small_parts,0.0,0.031784117289624984,0.9861839413642883,0.3095192069231416,3.23081727283023,cuda,14
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000013.png,142,box,small_parts,0.9656518345042935,1.0,0.9634667038917542,0.3095192069231416,3.23081727283023,cuda,14
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000013.png,143,screw,small_parts,0.6826568265682657,0.7471435668156979,0.8557003736495972,0.3095192069231416,3.23081727283023,cuda,14
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000013.png,144,connector,small_parts,0.943449575871819,1.0,0.9501030445098877,0.3095192069231416,3.23081727283023,cuda,14
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000014.png,147,metal_part,dynamic_scene;reflective_metal;partial_occlusion,0.9706744868035191,1.0,0.9832542538642883,0.41557221266622135,2.406320657447755,cuda,18
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000014.png,148,glass_object,dynamic_scene;transparent_glass;partial_occlusion,0.13197026022304834,0.41594454072790293,0.9460975527763367,0.41557221266622135,2.406320657447755,cuda,18
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000014.png,149,plastic_object,dynamic_scene;partial_occlusion,0.971984110390968,1.0,0.9848317503929138,0.41557221266622135,2.406320657447755,cuda,18
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000014.png,150,plastic_object,dynamic_scene;partial_occlusion,0.8969996341017197,0.8504129620435978,0.9766640067100525,0.41557221266622135,2.406320657447755,cuda,18
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000014.png,151,connector,dynamic_scene;partial_occlusion;small_parts,0.9777206512425022,1.0,0.9517900347709656,0.41557221266622135,2.406320657447755,cuda,18
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000014.png,152,box,dynamic_scene;partial_occlusion,0.9615699100572364,0.8534231403837896,0.8873100876808167,0.41557221266622135,2.406320657447755,cuda,18
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000014.png,153,robot_gripper,dynamic_scene;partial_occlusion,0.9090355520164879,0.8700973684732385,0.9517201781272888,0.41557221266622135,2.406320657447755,cuda,18
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000014.png,154,robot_gripper,dynamic_scene;partial_occlusion,0.029723185033949006,0.2415435646237513,0.9517201781272888,0.41557221266622135,2.406320657447755,cuda,18
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000014.png,155,robot_gripper,dynamic_scene;partial_occlusion,0.6221950224398205,0.7285714285714285,0.9121275544166565,0.41557221266622135,2.406320657447755,cuda,18
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000015.png,158,box,reflective_metal,0.9767401189227003,1.0,0.9029722809791565,0.4742570003745641,2.1085613901538798,cuda,15
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000015.png,159,connector,reflective_metal;small_parts,0.9108061749571184,0.9603420261965925,0.9695744514465332,0.4742570003745641,2.1085613901538798,cuda,15
SAM2.1-Tiny,auto,train,data/cogar_sim_500_final/rgb/000015.png,160,tool,reflective_metal,0.5572562358276644,0.6258992805755396,0.920913577079773,0.4742570003745641,2.1085613901538798,cuda,15
