category,count,mean_iou,median_iou,mean_boundary_f1,iou_ge_75,iou_lt_10
screw,427,0.26257001680770103,0.0008764241893076249,0.3236487083460753,0.2388758782201405,0.6768149882903981
robot_gripper,1042,0.5082197352728324,0.6137866008883908,0.557955107414786,0.3848368522072937,0.2456813819577735
cable,281,0.5400555250938848,0.6852320675105485,0.6040719077954886,0.42704626334519574,0.2669039145907473
glass_object,360,0.6034882479449403,0.7874975107167769,0.6056313478701005,0.5277777777777778,0.21666666666666667
tool,296,0.6633340062568885,0.8514631539582471,0.6913660754068313,0.5709459459459459,0.17905405405405406
connector,531,0.7370137275722027,0.9425326909841707,0.7834489308727244,0.7382297551789078,0.1694915254237288
metal_part,555,0.773016686100696,0.9644691780821918,0.8125753085488286,0.7603603603603604,0.15315315315315314
plastic_object,627,0.8440447467401903,0.9752475247524752,0.8707191352570268,0.8484848484848485,0.10207336523125997
box,352,0.8692170123582006,0.9761685171348881,0.8723445626425108,0.8380681818181818,0.04261363636363636
