model,prompt_type,num_objects,mean_iou,median_iou,mean_boundary_f1,iou_ge_90,iou_ge_75,iou_ge_50,iou_lt_10,mean_predicted_iou,mean_fps,total_model_time_s,device
SAM2.1-Tiny,auto,4471,0.6402593589080051,0.8701360544217687,0.6781480501964903,0.47058823529411764,0.5866696488481324,0.6832923283381794,0.2247819279803176,0.9409737068650653,2.300666247751473,1943.3501075480526,cuda
