prompt_name,num_objects,mean_iou,median_iou,min_iou,max_iou,std_iou,mean_sam_score,median_sam_score,min_sam_score,max_sam_score
sim_sam_vit_b_point,360,0.7993262524758301,0.9154024635038522,0.0075946052114704,0.990268815349046,0.2364037049201798,0.8820739156670041,0.9057112336158752,0.5609952211380005,1.0179580450057983
