primary_challenge,count,auto_mean_iou,auto_median_iou,box_mean_iou,box_median_iou,mean_generated_masks_per_image,mean_iou_drop_auto_minus_box
small_parts,2186,0.5313942800379474,0.7528623191718244,0.8992293921352045,0.9344485642562566,25.322964318389754,-0.36783511209725706
transparent_glass,1163,0.6125641589981811,0.8323385784047749,0.86297101001913,0.934848266935136,24.643164230438522,-0.25040685102094895
partial_occlusion,1368,0.64431815060945,0.8698088941665674,0.8836896255334376,0.9416103981880091,24.79824561403509,-0.23937147492398758
reflective_metal,1271,0.6669265493539192,0.9102976107307532,0.8967794829810725,0.9497991967871486,22.74744295830055,-0.2298529336271533
dynamic_scene,1286,0.7182054787202576,0.9450186585967636,0.906452891562164,0.9567977097373492,28.142301710730948,-0.18824741284190638
