challenge,count,mean_iou,median_iou,mean_boundary_f1,iou_ge_75,iou_lt_10
transparent_glass,830,0.7332672958057987,0.8910312257115762,0.728891247164238,0.6674698795180722,0.08795180722891566
partial_occlusion,3187,0.7423919812229626,0.8756110809342749,0.7692738105484901,0.6824599937245058,0.08189519924694069
small_parts,1551,0.7675426818356802,0.873546511627907,0.8330136159634697,0.7459703417150225,0.06769825918762089
dynamic_scene,797,0.7695232511076916,0.9202988792029888,0.7952540557378955,0.726474278544542,0.08155583437892096
reflective_metal,1161,0.804319005641572,0.9252476733713599,0.823075975973242,0.7700258397932817,0.05770887166236004
