model,prompt_type,num_objects,mean_iou,median_iou,mean_boundary_f1,iou_ge_90,iou_ge_75,iou_ge_50,iou_lt_10,mean_fps,total_model_time_s,device
FastSAM-S,point,4471,0.7593721576208193,0.8883248730964467,0.7889633357942798,0.473048535003355,0.7103556251397898,0.840080518899575,0.0738089912771192,214.0699009806177,20.88570125701517,cuda
