challenge,count,mean_iou,median_iou,mean_boundary_f1,iou_ge_75,iou_lt_10
transparent_glass,8,0.8538510868899474,0.9534229128876411,0.8612549094875754,0.75,0.0
partial_occlusion,16,0.9012362218399992,0.9649147603745902,0.9005070049480205,0.875,0.0
small_parts,5,0.9581049135505371,0.9704807421984819,0.9835619782258458,1.0,0.0
reflective_metal,9,0.9682157210864806,0.9790618079323535,0.991470748898603,1.0,0.0
