model,prompt_type,num_objects,mean_iou,median_iou,mean_boundary_f1,iou_ge_90,iou_ge_75,iou_ge_50,iou_lt_10,mean_predicted_iou,mean_fps,total_model_time_s,device
SAM2.1-Tiny,box,25,0.9252122631752461,0.9704807421984819,0.9299663484153993,0.84,0.92,1.0,0.0,0.940993447303772,9.125580599479886,2.7395517170079984,cuda
