challenge,count,mean_iou,median_iou,mean_boundary_f1,iou_ge_75,iou_lt_10
partial_occlusion,3187,0.8706989881443887,0.9350850077279753,0.9006871498647625,0.8650768748038908,0.007530593034201443
transparent_glass,830,0.8811577518671633,0.9441229449606862,0.8784236956845748,0.8795180722891566,0.006024096385542169
dynamic_scene,797,0.8815310252153354,0.9486166007905138,0.9129784451371696,0.875784190715182,0.010037641154328732
small_parts,1551,0.8861239722009624,0.9321677547858803,0.9386622704736861,0.9019987105093488,0.0025789813023855577
reflective_metal,1161,0.8934220417334621,0.9485714285714286,0.9212650975316322,0.8983634797588286,0.0034453057708871662
