model,prompt_type,num_objects,mean_iou,median_iou,mean_boundary_f1,iou_ge_90,iou_ge_75,iou_ge_50,iou_lt_10,mean_fps,total_model_time_s,device
FastSAM-S,auto,4471,0.7773306817531159,0.8914373088685015,0.8092898847061628,0.4790874524714829,0.720196823976739,0.8635651979422948,0.05077163945426079,206.4752895477668,21.653922896985023,cuda
