model,prompt_type,num_objects,mean_iou,median_iou,mean_boundary_f1,iou_ge_90,iou_ge_75,iou_ge_50,iou_lt_10,mean_predicted_iou,mean_fps,total_model_time_s,device
EfficientSAM-Ti,box,4471,0.8807453753943542,0.9398797595190381,0.9109068443761966,0.6743457839409528,0.8807872959069559,0.9570565868933124,0.005591590248266607,0.9278031964012505,9.455163983734307,472.8632954109996,cuda
