row_index,file_name,object_id,image_path,gt_mask_path,sam_mask_path,sam_score,stability_score,generated_mask_count,iou,boundary_f1,image_gen_latency_sec,image_gen_fps,device,model_type,points_per_side,pred_iou_thresh,stability_score_thresh,crop_n_layers,crop_n_points_downscale_factor,min_mask_region_area
0,result_2018-08-27-15-54-36.png,3,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-54-36.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00000_result_2018-08-27-15-54-36_obj3.png,,0.9741255640983582,0.9764267802238464,44,0.9099315068493151,0.7447727080335225,1.9642816870000388,0.5090919528589894,cuda,vit_b,16,0.9,0.92,0,,
1,result_2018-08-27-15-54-58.png,3,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-54-58.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00001_result_2018-08-27-15-54-58_obj3.png,,0.9824560880661011,0.9741547107696533,35,0.9055812360897106,0.7336846253776875,1.473880623000241,0.6784810006962392,cuda,vit_b,16,0.9,0.92,0,,
2,result_2018-08-27-15-54-58.png,4,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-54-58.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00002_result_2018-08-27-15-54-58_obj4.png,,0.9784876108169556,0.9822699427604675,35,0.9495607482220761,0.9046408403244173,1.473880623000241,0.6784810006962392,cuda,vit_b,16,0.9,0.92,0,,
3,result_2018-08-27-15-55-23.png,3,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-23.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00003_result_2018-08-27-15-55-23_obj3.png,,0.9867235422134399,0.9767257571220398,34,0.9011205200581645,0.7144905936278507,1.4471001599999909,0.6910371705024249,cuda,vit_b,16,0.9,0.92,0,,
4,result_2018-08-27-15-55-23.png,4,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-23.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00004_result_2018-08-27-15-55-23_obj4.png,,0.9920873641967773,0.9423583745956421,34,0.9455721214298545,0.8477387637642638,1.4471001599999909,0.6910371705024249,cuda,vit_b,16,0.9,0.92,0,,
5,result_2018-08-27-15-55-23.png,5,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-23.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00005_result_2018-08-27-15-55-23_obj5.png,,0.9204154014587402,0.9460293054580688,34,0.012133839931364137,0.19519025448944585,1.4471001599999909,0.6910371705024249,cuda,vit_b,16,0.9,0.92,0,,
6,result_2018-08-27-15-55-46.png,3,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-46.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00006_result_2018-08-27-15-55-46_obj3.png,,0.9832414388656616,0.976226270198822,35,0.9032505758894293,0.7333579998942863,1.4392293900000368,0.6948162724775753,cuda,vit_b,16,0.9,0.92,0,,
7,result_2018-08-27-15-55-46.png,4,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-46.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00007_result_2018-08-27-15-55-46_obj4.png,,0.9924296140670776,0.9733259677886963,35,0.9506683450218786,0.8958972927714206,1.4392293900000368,0.6948162724775753,cuda,vit_b,16,0.9,0.92,0,,
8,result_2018-08-27-15-55-46.png,5,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-46.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00008_result_2018-08-27-15-55-46_obj5.png,,0.9108868837356567,0.9419457912445068,35,0.4622836271240273,0.3474186847477136,1.4392293900000368,0.6948162724775753,cuda,vit_b,16,0.9,0.92,0,,
9,result_2018-08-27-15-55-46.png,6,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-46.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00009_result_2018-08-27-15-55-46_obj6.png,,0.937928318977356,0.974677324295044,35,0.9535971223021583,0.8839477068152594,1.4392293900000368,0.6948162724775753,cuda,vit_b,16,0.9,0.92,0,,
10,result_2018-08-27-15-56-34.png,3,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-56-34.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00010_result_2018-08-27-15-56-34_obj3.png,,0.9853683710098267,0.9572374820709229,40,0.8678564990084731,0.618906151073881,1.441523006999887,0.6937107456100965,cuda,vit_b,16,0.9,0.92,0,,
11,result_2018-08-27-15-56-34.png,4,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-56-34.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00011_result_2018-08-27-15-56-34_obj4.png,,0.9734494090080261,0.9203675389289856,40,0.9405542215588293,0.8269436710216319,1.441523006999887,0.6937107456100965,cuda,vit_b,16,0.9,0.92,0,,
12,result_2018-08-27-15-56-34.png,5,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-56-34.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00012_result_2018-08-27-15-56-34_obj5.png,,0.927234411239624,0.9464763402938843,40,0.0010708787899069675,0.15150468803952297,1.441523006999887,0.6937107456100965,cuda,vit_b,16,0.9,0.92,0,,
13,result_2018-08-27-15-56-34.png,6,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-56-34.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00013_result_2018-08-27-15-56-34_obj6.png,,0.9336062669754028,0.9761027097702026,40,0.9546545105566219,0.8759295373207895,1.441523006999887,0.6937107456100965,cuda,vit_b,16,0.9,0.92,0,,
14,result_2018-08-27-15-56-34.png,7,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-56-34.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00014_result_2018-08-27-15-56-34_obj7.png,,0.9721807241439819,0.9739269018173218,40,0.2663600651528217,0.45594202405071194,1.441523006999887,0.6937107456100965,cuda,vit_b,16,0.9,0.92,0,,
15,result_2018-08-27-15-56-58.png,3,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-56-58.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00015_result_2018-08-27-15-56-58_obj3.png,,0.9817323684692383,0.9571387767791748,43,0.871084228581746,0.5980384679916413,1.4361081329998342,0.6963263956392589,cuda,vit_b,16,0.9,0.92,0,,
16,result_2018-08-27-15-56-58.png,4,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-56-58.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00016_result_2018-08-27-15-56-58_obj4.png,,0.968064546585083,0.9794185757637024,43,0.6739349888956189,0.5954012704661359,1.4361081329998342,0.6963263956392589,cuda,vit_b,16,0.9,0.92,0,,
17,result_2018-08-27-15-56-58.png,5,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-56-58.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00017_result_2018-08-27-15-56-58_obj5.png,,0.906940221786499,0.9377990365028381,43,0.4603048586852969,0.3495415789661446,1.4361081329998342,0.6963263956392589,cuda,vit_b,16,0.9,0.92,0,,
18,result_2018-08-27-15-56-58.png,6,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-56-58.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00018_result_2018-08-27-15-56-58_obj6.png,,0.9361453056335449,0.9558964371681213,43,0.14100198694294636,0.10585347356656753,1.4361081329998342,0.6963263956392589,cuda,vit_b,16,0.9,0.92,0,,
19,result_2018-08-27-15-56-58.png,7,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-56-58.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00019_result_2018-08-27-15-56-58_obj7.png,,0.9695305824279785,0.9660720825195312,43,0.2954449376453181,0.4556736215520441,1.4361081329998342,0.6963263956392589,cuda,vit_b,16,0.9,0.92,0,,
20,result_2018-08-27-15-56-58.png,8,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-56-58.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00020_result_2018-08-27-15-56-58_obj8.png,,0.9061089754104614,0.9477221965789795,43,0.06966579606630777,0.0,1.4361081329998342,0.6963263956392589,cuda,vit_b,16,0.9,0.92,0,,
21,result_2018-08-27-15-57-26.png,3,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-57-26.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00021_result_2018-08-27-15-57-26_obj3.png,,0.9694707989692688,0.9567930698394775,40,0.8581196581196581,0.5529406260234876,1.4219353409998803,0.7032668583205881,cuda,vit_b,16,0.9,0.92,0,,
22,result_2018-08-27-15-57-26.png,4,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-57-26.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00022_result_2018-08-27-15-57-26_obj4.png,,0.9720187187194824,0.9779147505760193,40,0.6704270749395649,0.6047494537769977,1.4219353409998803,0.7032668583205881,cuda,vit_b,16,0.9,0.92,0,,
23,result_2018-08-27-15-57-26.png,5,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-57-26.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00023_result_2018-08-27-15-57-26_obj5.png,,0.9053043723106384,0.9566941857337952,40,0.44842836834623284,0.2837352078602321,1.4219353409998803,0.7032668583205881,cuda,vit_b,16,0.9,0.92,0,,
24,result_2018-08-27-15-57-26.png,6,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-57-26.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00024_result_2018-08-27-15-57-26_obj6.png,,0.9556741714477539,0.9805014133453369,40,0.03277481126864298,0.0453458652815566,1.4219353409998803,0.7032668583205881,cuda,vit_b,16,0.9,0.92,0,,
25,result_2018-08-27-15-57-26.png,7,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-57-26.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00025_result_2018-08-27-15-57-26_obj7.png,,0.9711674451828003,0.970743715763092,40,0.2953932405987201,0.4315502870283242,1.4219353409998803,0.7032668583205881,cuda,vit_b,16,0.9,0.92,0,,
26,result_2018-08-27-15-57-26.png,8,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-57-26.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00026_result_2018-08-27-15-57-26_obj8.png,,0.9347201585769653,0.9625095725059509,40,0.0703424133027021,0.022587268993839834,1.4219353409998803,0.7032668583205881,cuda,vit_b,16,0.9,0.92,0,,
27,result_2018-08-27-15-57-26.png,9,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-57-26.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00027_result_2018-08-27-15-57-26_obj9.png,,0.9633678197860718,0.9748040437698364,40,0.8878213451051675,0.8944504896626768,1.4219353409998803,0.7032668583205881,cuda,vit_b,16,0.9,0.92,0,,
28,result_2018-08-27-15-57-50.png,3,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-57-50.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00028_result_2018-08-27-15-57-50_obj3.png,,0.9421517252922058,0.9633317589759827,41,0.601438202247191,0.38278847963857693,1.4286225199998626,0.6999749660953799,cuda,vit_b,16,0.9,0.92,0,,
29,result_2018-08-27-15-57-50.png,4,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-57-50.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00029_result_2018-08-27-15-57-50_obj4.png,,0.9670757055282593,0.979886531829834,41,0.6765716595916718,0.5851886997432565,1.4286225199998626,0.6999749660953799,cuda,vit_b,16,0.9,0.92,0,,
30,result_2018-08-27-15-57-50.png,5,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-57-50.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00030_result_2018-08-27-15-57-50_obj5.png,,0.9132534861564636,0.9533575773239136,41,0.44295942720763726,0.2790665782917743,1.4286225199998626,0.6999749660953799,cuda,vit_b,16,0.9,0.92,0,,
31,result_2018-08-27-15-57-50.png,6,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-57-50.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00031_result_2018-08-27-15-57-50_obj6.png,,0.9577057361602783,0.9806094169616699,41,0.03316964699342166,0.044136824154880135,1.4286225199998626,0.6999749660953799,cuda,vit_b,16,0.9,0.92,0,,
32,result_2018-08-27-15-57-50.png,7,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-57-50.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00032_result_2018-08-27-15-57-50_obj7.png,,0.9684345722198486,0.9702726602554321,41,0.2956314535345512,0.42882909370529737,1.4286225199998626,0.6999749660953799,cuda,vit_b,16,0.9,0.92,0,,
33,result_2018-08-27-15-57-50.png,8,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-57-50.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00033_result_2018-08-27-15-57-50_obj8.png,,0.9300447702407837,0.9598740935325623,41,0.0681992337164751,0.012358393408856848,1.4286225199998626,0.6999749660953799,cuda,vit_b,16,0.9,0.92,0,,
34,result_2018-08-27-15-57-50.png,9,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-57-50.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00034_result_2018-08-27-15-57-50_obj9.png,,0.9642162322998047,0.9788135886192322,41,0.8948744769874477,0.9066982878297085,1.4286225199998626,0.6999749660953799,cuda,vit_b,16,0.9,0.92,0,,
35,result_2018-08-27-15-57-50.png,10,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-57-50.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00035_result_2018-08-27-15-57-50_obj10.png,,0.9526808857917786,0.9775481224060059,41,0.8974615898463594,0.9754244346210519,1.4286225199998626,0.6999749660953799,cuda,vit_b,16,0.9,0.92,0,,
36,result_2018-08-27-15-58-44.png,2,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-58-44.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00036_result_2018-08-27-15-58-44_obj2.png,,0.9231733083724976,0.9582906365394592,43,0.32758967145584245,0.3055754464433257,1.4019096409997474,0.7133127348256678,cuda,vit_b,16,0.9,0.92,0,,
37,result_2018-08-27-15-58-44.png,3,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-58-44.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00037_result_2018-08-27-15-58-44_obj3.png,,0.9125480651855469,0.9584522843360901,43,0.587324450846237,0.3832150141141724,1.4019096409997474,0.7133127348256678,cuda,vit_b,16,0.9,0.92,0,,
38,result_2018-08-27-15-58-44.png,4,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-58-44.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00038_result_2018-08-27-15-58-44_obj4.png,,0.967756986618042,0.9795230627059937,43,0.6719255663430421,0.6246080511160507,1.4019096409997474,0.7133127348256678,cuda,vit_b,16,0.9,0.92,0,,
39,result_2018-08-27-15-58-44.png,5,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-58-44.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00039_result_2018-08-27-15-58-44_obj5.png,,0.9651565551757812,0.9612359404563904,43,0.012840267077555213,0.25830322101004516,1.4019096409997474,0.7133127348256678,cuda,vit_b,16,0.9,0.92,0,,
40,result_2018-08-27-15-58-44.png,6,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-58-44.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00040_result_2018-08-27-15-58-44_obj6.png,,0.9577541351318359,0.983561635017395,43,0.03372868791697554,0.055997760089596414,1.4019096409997474,0.7133127348256678,cuda,vit_b,16,0.9,0.92,0,,
41,result_2018-08-27-15-58-44.png,7,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-58-44.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00041_result_2018-08-27-15-58-44_obj7.png,,0.9307128190994263,0.9248892664909363,43,0.884997906197655,0.8361119011455163,1.4019096409997474,0.7133127348256678,cuda,vit_b,16,0.9,0.92,0,,
42,result_2018-08-27-15-58-44.png,8,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-58-44.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00042_result_2018-08-27-15-58-44_obj8.png,,0.9365935325622559,0.963901698589325,43,0.07014181678804139,0.018404907975460124,1.4019096409997474,0.7133127348256678,cuda,vit_b,16,0.9,0.92,0,,
43,result_2018-08-27-15-58-44.png,9,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-58-44.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00043_result_2018-08-27-15-58-44_obj9.png,,0.9650895595550537,0.9791314005851746,43,0.8959417273673257,0.9126984126984127,1.4019096409997474,0.7133127348256678,cuda,vit_b,16,0.9,0.92,0,,
44,result_2018-08-27-15-58-44.png,10,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-58-44.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00044_result_2018-08-27-15-58-44_obj10.png,,0.9426494240760803,0.9771917462348938,43,0.9103471520053926,0.9776163336882321,1.4019096409997474,0.7133127348256678,cuda,vit_b,16,0.9,0.92,0,,
45,result_2018-08-27-15-58-44.png,11,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-58-44.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00045_result_2018-08-27-15-58-44_obj11.png,,0.9480400085449219,0.9654556512832642,43,0.062127532777115614,0.03686635944700461,1.4019096409997474,0.7133127348256678,cuda,vit_b,16,0.9,0.92,0,,
46,result_2018-08-27-16-01-55.png,2,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq04/rgb/result_2018-08-27-16-01-55.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00046_result_2018-08-27-16-01-55_obj2.png,,0.9168074131011963,0.9750084280967712,43,0.8583822964142551,0.7035833849969001,1.3426555629998802,0.7447926538700002,cuda,vit_b,16,0.9,0.92,0,,
47,result_2018-08-27-16-02-15.png,2,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq04/rgb/result_2018-08-27-16-02-15.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00047_result_2018-08-27-16-02-15_obj2.png,,0.911054790019989,0.950489342212677,40,0.1042025067584173,0.07965665236051502,1.3251118359999055,0.7546532849775793,cuda,vit_b,16,0.9,0.92,0,,
48,result_2018-08-27-16-02-15.png,3,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq04/rgb/result_2018-08-27-16-02-15.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00048_result_2018-08-27-16-02-15_obj3.png,,0.9693136215209961,0.9840937852859497,40,0.23255813953488372,0.1523029029082298,1.3251118359999055,0.7546532849775793,cuda,vit_b,16,0.9,0.92,0,,
49,result_2018-08-27-16-02-37.png,2,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq04/rgb/result_2018-08-27-16-02-37.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00049_result_2018-08-27-16-02-37_obj2.png,,0.9030240774154663,0.9523305296897888,40,0.05653320252621252,0.2620488851429009,1.3705930369997077,0.7296111777928238,cuda,vit_b,16,0.9,0.92,0,,
50,result_2018-08-27-16-02-37.png,3,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq04/rgb/result_2018-08-27-16-02-37.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00050_result_2018-08-27-16-02-37_obj3.png,,0.9722487926483154,0.9804749488830566,40,0.20335679480238225,0.27477752041935877,1.3705930369997077,0.7296111777928238,cuda,vit_b,16,0.9,0.92,0,,
51,result_2018-08-27-16-02-37.png,4,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq04/rgb/result_2018-08-27-16-02-37.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00051_result_2018-08-27-16-02-37_obj4.png,,0.9177707433700562,0.9704433679580688,40,0.01556511536957372,0.0,1.3705930369997077,0.7296111777928238,cuda,vit_b,16,0.9,0.92,0,,
52,result_2018-08-27-16-02-58.png,2,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq04/rgb/result_2018-08-27-16-02-58.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00052_result_2018-08-27-16-02-58_obj2.png,,0.9081441760063171,0.9662564396858215,41,0.15212322042218948,0.0,1.4282417469999018,0.7001615812593026,cuda,vit_b,16,0.9,0.92,0,,
53,result_2018-08-27-16-02-58.png,3,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq04/rgb/result_2018-08-27-16-02-58.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00053_result_2018-08-27-16-02-58_obj3.png,,0.980849027633667,0.9878692030906677,41,0.20304733088394208,0.27538788078084364,1.4282417469999018,0.7001615812593026,cuda,vit_b,16,0.9,0.92,0,,
54,result_2018-08-27-16-02-58.png,4,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq04/rgb/result_2018-08-27-16-02-58.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00054_result_2018-08-27-16-02-58_obj4.png,,0.980849027633667,0.9878692030906677,41,0.000157035175879397,0.141753748296229,1.4282417469999018,0.7001615812593026,cuda,vit_b,16,0.9,0.92,0,,
55,result_2018-08-27-16-02-58.png,5,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq04/rgb/result_2018-08-27-16-02-58.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00055_result_2018-08-27-16-02-58_obj5.png,,0.9695619344711304,0.9532628059387207,41,0.12260387811634349,0.02263892064943974,1.4282417469999018,0.7001615812593026,cuda,vit_b,16,0.9,0.92,0,,
