row_index,file_name,object_id,image_path,gt_mask_path,sam_mask_path,sam_score,stability_score,generated_mask_count,iou,boundary_f1,image_gen_latency_sec,image_gen_fps,device,model_type
0,result_2018-08-27-15-54-36.png,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-54-36.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00000_result_2018-08-27-15-54-36_obj3.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/pilot100/sam_vit_b_auto/masks/row_0000_object_3_sam_auto_mask.png,0.9748406410217285,0.9788439273834229,61,0.9122206046073478,0.7590596192114195,13.248889567999868,0.0754780236386985,cuda,vit_b
1,result_2018-08-27-15-54-58.png,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-54-58.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00001_result_2018-08-27-15-54-58_obj3.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/pilot100/sam_vit_b_auto/masks/row_0001_object_3_sam_auto_mask.png,0.9840558767318726,0.9782204627990723,52,0.9075659020883259,0.7435649030698875,13.474383073999888,0.07421490056413757,cuda,vit_b
2,result_2018-08-27-15-54-58.png,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-54-58.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00002_result_2018-08-27-15-54-58_obj4.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/pilot100/sam_vit_b_auto/masks/row_0002_object_4_sam_auto_mask.png,0.9898417592048645,0.9670504927635193,52,0.9496832795506155,0.895521977328964,13.474383073999888,0.07421490056413757,cuda,vit_b
3,result_2018-08-27-15-55-23.png,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-23.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00003_result_2018-08-27-15-55-23_obj3.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/pilot100/sam_vit_b_auto/masks/row_0003_object_3_sam_auto_mask.png,0.987798810005188,0.978210985660553,51,0.9021553198768388,0.7234524953053472,13.359459781000623,0.07485332613689713,cuda,vit_b
4,result_2018-08-27-15-55-23.png,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-23.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00004_result_2018-08-27-15-55-23_obj4.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/pilot100/sam_vit_b_auto/masks/row_0004_object_4_sam_auto_mask.png,0.9993380308151245,0.9645763039588928,51,0.9476772030651341,0.863046755125354,13.359459781000623,0.07485332613689713,cuda,vit_b
5,result_2018-08-27-15-55-23.png,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-23.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00005_result_2018-08-27-15-55-23_obj5.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/pilot100/sam_vit_b_auto/masks/row_0005_object_5_sam_auto_mask.png,0.8984571099281311,0.9663066267967224,51,0.720053685270104,0.5578045945694272,13.359459781000623,0.07485332613689713,cuda,vit_b
6,result_2018-08-27-15-55-46.png,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-46.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00006_result_2018-08-27-15-55-46_obj3.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/pilot100/sam_vit_b_auto/masks/row_0006_object_3_sam_auto_mask.png,0.9879688024520874,0.9783473014831543,60,0.9049040511727079,0.7548005845486576,13.570973005999804,0.0736866840393754,cuda,vit_b
7,result_2018-08-27-15-55-46.png,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-46.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00007_result_2018-08-27-15-55-46_obj4.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/pilot100/sam_vit_b_auto/masks/row_0007_object_4_sam_auto_mask.png,0.882598340511322,0.9744023084640503,60,0.95457258834766,0.8838476042259001,13.570973005999804,0.0736866840393754,cuda,vit_b
8,result_2018-08-27-15-55-46.png,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-46.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00008_result_2018-08-27-15-55-46_obj5.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/pilot100/sam_vit_b_auto/masks/row_0008_object_5_sam_auto_mask.png,0.9310051202774048,0.9709548950195312,60,0.7060153208589728,0.5284927838119328,13.570973005999804,0.0736866840393754,cuda,vit_b
9,result_2018-08-27-15-55-46.png,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-46.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00009_result_2018-08-27-15-55-46_obj6.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/pilot100/sam_vit_b_auto/masks/row_0009_object_6_sam_auto_mask.png,0.9401769042015076,0.9587133526802063,60,0.9524639423076923,0.8797498585127178,13.570973005999804,0.0736866840393754,cuda,vit_b
