dataset,model,model_family,prompt_mode,device,status,sample_images,warmup_units,timed_units,fps,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_min_ms,latency_max_ms,output_count_mean,elapsed_wall_s,metrics_file,error
blenderproc_cogar_sim,sam_vit_b,zero_shot,automatic,cuda,ok,20,1,20,0.19417990097704818,5149.863579950011,5131.961429000057,6006.548208750223,4348.891456999809,6197.114556000088,21.6,108.66239833400004,outputs/task7_inference_speed/cuda/blenderproc_cogar_sim/sam_vit_b/automatic_speed.json,
blenderproc_cogar_sim,sam2_hiera_large,zero_shot,point,cuda,ok,50,1,50,1.688612675714026,592.2021162000055,591.9320825003069,597.0815300000595,587.6965469997231,598.6287850000735,3.0,32.67380038800002,outputs/task7_inference_speed/cuda/blenderproc_cogar_sim/sam2_hiera_large/point_speed.json,
blenderproc_cogar_sim,sam2_hiera_large,zero_shot,box,cuda,ok,50,1,50,1.6880860570587597,592.3868607399982,592.6607320002404,596.0145229998943,587.2693810001692,596.815279999646,3.0,32.68547942399982,outputs/task7_inference_speed/cuda/blenderproc_cogar_sim/sam2_hiera_large/box_speed.json,
blenderproc_cogar_sim,sam2_hiera_large,zero_shot,automatic,cuda,ok,20,1,20,0.17630769665829563,5671.902128799934,5560.2425699999,6484.678331999726,4850.079688999813,6551.859804999822,14.05,121.39902393400007,outputs/task7_inference_speed/cuda/blenderproc_cogar_sim/sam2_hiera_large/automatic_speed.json,
blenderproc_cogar_sim,fastsam_x,zero_shot,point,cuda,ok,50,1,50,3.191068006632049,313.37470650004434,314.08585850022064,320.2090836001162,298.64165900016815,326.4977559997533,0.96,18.143561866000255,outputs/task7_inference_speed/cuda/blenderproc_cogar_sim/fastsam_x/point_speed.json,
blenderproc_cogar_sim,fastsam_x,zero_shot,box,cuda,ok,50,1,50,3.256627009318941,307.0661752600063,307.1098290001828,309.15711109992117,300.36188399981256,311.4817360001325,0.96,16.78258955199999,outputs/task7_inference_speed/cuda/blenderproc_cogar_sim/fastsam_x/box_speed.json,
blenderproc_cogar_sim,fastsam_x,zero_shot,automatic,cuda,ok,20,1,20,3.137529292800893,318.72212390001096,319.5495135000783,324.38021390007634,300.5634959999952,330.5103150000832,15.65,7.622902395999972,outputs/task7_inference_speed/cuda/blenderproc_cogar_sim/fastsam_x/automatic_speed.json,
blenderproc_cogar_sim,yolo8_seg,baseline,inference,cuda,ok,50,1,50,41.647394334909905,24.011106000016298,25.242631499850177,26.57392969981629,18.08213899994371,26.742058000309044,1.0,1.6930225399996743,outputs/task7_inference_speed/cuda/blenderproc_cogar_sim/yolo8_seg/inference_speed.json,
blenderproc_cogar_sim,mask_rcnn,baseline,inference,cuda,ok,50,1,50,12.934753742961448,77.31109690002086,77.79917850007223,85.43416370002888,63.07940499982578,97.45536900027219,1.0,5.106701308999618,outputs/task7_inference_speed/cuda/blenderproc_cogar_sim/mask_rcnn/inference_speed.json,
blenderproc_cogar_sim,deeplabv3plus,baseline,inference,cuda,ok,50,1,50,40.89967489301605,24.45007209998039,24.445353499913836,24.92105714986792,24.005739000131143,25.18043600002784,1.0,2.1383508200001415,outputs/task7_inference_speed/cuda/blenderproc_cogar_sim/deeplabv3plus/inference_speed.json,
ocid,sam_vit_h,zero_shot,point,cuda,ok,50,1,50,0.573574844327509,1743.4516347599856,1746.2640425001155,1753.671165050082,1721.070069000234,1754.689922000125,3.0,95.46550557199998,outputs/task7_inference_speed/cuda/ocid/sam_vit_h/point_speed.json,
ocid,sam_vit_h,zero_shot,box,cuda,ok,50,1,50,0.5717442445140065,1749.0337849400112,1751.0093475000303,1755.0981315999252,1727.303091000067,1755.4525430000467,3.0,95.08084544700023,outputs/task7_inference_speed/cuda/ocid/sam_vit_h/box_speed.json,
ocid,sam_vit_h,zero_shot,automatic,cuda,ok,20,1,20,0.12488763557043445,8007.197793700061,8040.449960999922,8133.5898936502645,7336.744274999546,8139.382759,112.25,173.9077470269999,outputs/task7_inference_speed/cuda/ocid/sam_vit_h/automatic_speed.json,
ocid,sam_vit_b,zero_shot,point,cuda,ok,50,1,50,2.6320703034991464,379.9290614200436,380.06043750010576,381.7544136496508,376.65938200007076,383.98641999992833,3.0,20.578804005000165,outputs/task7_inference_speed/cuda/ocid/sam_vit_b/point_speed.json,
ocid,sam_vit_b,zero_shot,box,cuda,ok,50,1,50,2.6314733837361146,380.0152440000056,380.2275505004218,382.01093754951216,376.09365200023603,384.1745820000142,3.0,20.592028977000155,outputs/task7_inference_speed/cuda/ocid/sam_vit_b/box_speed.json,
ocid,sam_vit_b,zero_shot,automatic,cuda,ok,20,1,20,0.20948143290487778,4773.692761850089,4819.143045500368,4924.595449100661,4445.669069999894,5001.559397000165,60.8,101.2381201850003,outputs/task7_inference_speed/cuda/ocid/sam_vit_b/automatic_speed.json,
ocid,sam2_hiera_large,zero_shot,point,cuda,ok,50,1,50,1.6719531779123933,598.1028734600113,597.8140180000082,602.6429888001076,593.3555560004606,605.1892010000302,3.0,33.06281607300025,outputs/task7_inference_speed/cuda/ocid/sam2_hiera_large/point_speed.json,
ocid,sam2_hiera_large,zero_shot,box,cuda,ok,50,1,50,1.6710134231971017,598.4392381999714,598.3404705002613,601.3540692000333,594.9349419997816,603.5941340005593,3.0,33.094430382999235,outputs/task7_inference_speed/cuda/ocid/sam2_hiera_large/box_speed.json,
ocid,sam2_hiera_large,zero_shot,automatic,cuda,ok,20,1,20,0.1983111328249968,5042.581249749946,5049.232207999921,5102.516562649998,4951.650672999676,5249.003249999987,32.05,108.109764498,outputs/task7_inference_speed/cuda/ocid/sam2_hiera_large/automatic_speed.json,
ocid,fastsam_x,zero_shot,point,cuda,ok,50,1,50,2.9787064735925934,335.7161938799254,327.17389350000303,361.6841025006124,304.57206400024006,365.3462629999922,0.96,19.291208517000086,outputs/task7_inference_speed/cuda/ocid/fastsam_x/point_speed.json,
ocid,fastsam_x,zero_shot,box,cuda,ok,50,1,50,3.19929180271969,312.56917519993294,312.58993150004244,317.28072579999207,305.2751860004719,318.5160470002302,0.96,17.1693199070005,outputs/task7_inference_speed/cuda/ocid/fastsam_x/box_speed.json,
ocid,fastsam_x,zero_shot,automatic,cuda,ok,20,1,20,2.97975093846257,335.5985183499797,333.74662599999283,356.56566335010217,304.1383309991943,396.760493000329,30.3,8.007165564999923,outputs/task7_inference_speed/cuda/ocid/fastsam_x/automatic_speed.json,
ocid,yolo8_seg,baseline,inference,cuda,ok,50,1,50,37.51723006944581,26.654419799888274,26.613534500029346,27.84922519954307,25.827024999671266,28.24266199968406,1.0,1.9625041829995098,outputs/task7_inference_speed/cuda/ocid/yolo8_seg/inference_speed.json,
ocid,mask_rcnn,baseline,inference,cuda,ok,50,1,50,13.969892694681674,71.5825111799677,70.50635899986446,76.04911309990712,65.26234800003294,108.81285999948886,1.0,6.787747347000732,outputs/task7_inference_speed/cuda/ocid/mask_rcnn/inference_speed.json,
ocid,deeplabv3plus,baseline,inference,cuda,ok,50,1,50,37.81116069858924,26.447217740060296,24.623584500204743,36.01637649985605,24.11248499993235,41.65405500043562,1.0,3.2485068319992934,outputs/task7_inference_speed/cuda/ocid/deeplabv3plus/inference_speed.json,
isaac_official_unitree_g1,sam_vit_h,zero_shot,point,cpu,ok,3,1,3,0.03080780648542937,32459.305418999975,32417.705403999207,32585.825182600274,32355.705695000324,32604.505158000393,3.0,135.03576931000043,outputs/task7_inference_speed/cpu/isaac_official_unitree_g1/sam_vit_h/point_speed.json,
isaac_official_unitree_g1,sam_vit_h,zero_shot,box,cpu,ok,3,1,3,0.030973905616088544,32285.24075699958,32296.449515999484,32307.4199759998,32250.63383899942,32308.638915999836,3.0,134.13741081100034,outputs/task7_inference_speed/cpu/isaac_official_unitree_g1/sam_vit_h/box_speed.json,
isaac_official_unitree_g1,sam_vit_h,zero_shot,automatic,cpu,ok,1,1,1,0.005322891570692605,187867.81333399995,187867.81333399995,187867.81333399995,187867.81333399995,187867.81333399995,65.0,374.6262167499999,outputs/task7_inference_speed/cpu/isaac_official_unitree_g1/sam_vit_h/automatic_speed.json,
isaac_official_unitree_g1,sam_vit_b,zero_shot,point,cpu,ok,3,1,3,0.118580746963361,8433.072194333363,8446.183439000379,8448.766843999601,8403.979255000195,8449.053888999515,3.0,34.522040369000024,outputs/task7_inference_speed/cpu/isaac_official_unitree_g1/sam_vit_b/point_speed.json,
isaac_official_unitree_g1,sam_vit_b,zero_shot,box,cpu,ok,3,1,3,0.11916100645742007,8392.006997333738,8381.84040700071,8413.781848000326,8376.84968800022,8417.330897000284,3.0,34.37826557799963,outputs/task7_inference_speed/cpu/isaac_official_unitree_g1/sam_vit_b/box_speed.json,
isaac_official_unitree_g1,sam_vit_b,zero_shot,automatic,cpu,ok,1,1,1,0.009003150144084059,111072.23405100012,111072.23405100012,111072.23405100012,111072.23405100012,111072.23405100012,44.0,223.67684065200046,outputs/task7_inference_speed/cpu/isaac_official_unitree_g1/sam_vit_b/automatic_speed.json,
isaac_official_unitree_g1,sam2_hiera_large,zero_shot,point,cpu,ok,3,1,3,0.11006741609167024,9085.340925666364,9090.949716999603,9119.652480999957,9042.23138299949,9122.841676999997,3.0,38.42899276400021,outputs/task7_inference_speed/cpu/isaac_official_unitree_g1/sam2_hiera_large/point_speed.json,
isaac_official_unitree_g1,sam2_hiera_large,zero_shot,box,cpu,ok,3,1,3,0.11084238335899879,9021.819719999863,9008.714811000573,9046.956634499475,9005.538622999666,9051.205725999353,3.0,38.038156192000315,outputs/task7_inference_speed/cpu/isaac_official_unitree_g1/sam2_hiera_large/box_speed.json,
isaac_official_unitree_g1,sam2_hiera_large,zero_shot,automatic,cpu,ok,1,1,1,0.009693939220978219,103157.23847700065,103157.23847700065,103157.23847700065,103157.23847700065,103157.23847700065,53.0,208.02884667200033,outputs/task7_inference_speed/cpu/isaac_official_unitree_g1/sam2_hiera_large/automatic_speed.json,
isaac_official_unitree_g1,fastsam_x,zero_shot,point,cpu,ok,3,1,3,0.2820696644131638,3545.223489666872,3549.7165090000635,3577.5495777998003,3505.311819000781,3580.642140999771,1.0,16.19970328799991,outputs/task7_inference_speed/cpu/isaac_official_unitree_g1/fastsam_x/point_speed.json,
isaac_official_unitree_g1,fastsam_x,zero_shot,box,cpu,ok,3,1,3,0.2859617151504817,3496.9716119997734,3498.6577640001997,3521.9280379992597,3467.7434479999647,3524.5136239991552,1.0,14.954391069999474,outputs/task7_inference_speed/cpu/isaac_official_unitree_g1/fastsam_x/box_speed.json,
isaac_official_unitree_g1,fastsam_x,zero_shot,automatic,cpu,ok,1,1,1,0.275410694541467,3630.9410630001366,3630.9410630001366,3630.9410630001366,3630.9410630001366,3630.9410630001366,61.0,8.154147518000173,outputs/task7_inference_speed/cpu/isaac_official_unitree_g1/fastsam_x/automatic_speed.json,
isaac_official_unitree_g1,yolo8_seg,baseline,inference,cpu,ok,3,1,3,0.4872775934595222,2052.218311333187,2087.6281659993765,2089.556389000063,1979.256132000046,2089.7706360001393,1.0,8.555805424000027,outputs/task7_inference_speed/cpu/isaac_official_unitree_g1/yolo8_seg/inference_speed.json,
isaac_official_unitree_g1,mask_rcnn,baseline,inference,cpu,ok,3,1,3,0.4084519248944613,2448.2685453334248,2445.634990000144,2461.0174786002062,2436.4440019999165,2462.726644000213,1.0,12.71147343299981,outputs/task7_inference_speed/cpu/isaac_official_unitree_g1/mask_rcnn/inference_speed.json,
isaac_official_unitree_g1,deeplabv3plus,baseline,inference,cpu,ok,3,1,3,1.8897366244582843,529.1742706667719,528.3942010000828,534.6398005000083,523.7948550002329,535.333756,1.0,3.6423487820002265,outputs/task7_inference_speed/cpu/isaac_official_unitree_g1/deeplabv3plus/inference_speed.json,
blenderproc_cogar_sim,sam_vit_h,zero_shot,point,cpu,ok,3,1,3,0.023509040212789,42536.82800100008,42583.503226000175,42611.53679319959,42412.329143000534,42614.65163399953,3.0,175.47918628099978,outputs/task7_inference_speed/cpu/blenderproc_cogar_sim/sam_vit_h/point_speed.json,
blenderproc_cogar_sim,sam_vit_h,zero_shot,box,cpu,ok,3,1,3,0.023477455210965305,42594.05421133306,42592.49468500002,42600.761716899615,42587.98767299959,42601.68027599957,3.0,175.5392302220007,outputs/task7_inference_speed/cpu/blenderproc_cogar_sim/sam_vit_h/box_speed.json,
blenderproc_cogar_sim,sam_vit_h,zero_shot,automatic,cpu,ok,1,1,1,0.0047851231199697005,208981.03871700005,208981.03871700005,208981.03871700005,208981.03871700005,208981.03871700005,23.0,422.01996143199995,outputs/task7_inference_speed/cpu/blenderproc_cogar_sim/sam_vit_h/automatic_speed.json,
blenderproc_cogar_sim,sam_vit_b,zero_shot,point,cpu,ok,3,1,3,0.08950513993490415,11172.542724666831,11185.640658000011,11186.037483300515,11145.90594099991,11186.081575000571,3.0,45.37339472700023,outputs/task7_inference_speed/cpu/blenderproc_cogar_sim/sam_vit_b/point_speed.json,
blenderproc_cogar_sim,sam_vit_b,zero_shot,box,cpu,ok,3,1,3,0.08970948637909806,11147.093137666161,11140.683238999372,11174.560798699258,11122.271201999865,11178.324971999245,3.0,45.38136444100019,outputs/task7_inference_speed/cpu/blenderproc_cogar_sim/sam_vit_b/box_speed.json,
blenderproc_cogar_sim,sam_vit_b,zero_shot,automatic,cpu,ok,1,1,1,0.007320103185399566,136610.09615200054,136610.09615200054,136610.09615200054,136610.09615200054,136610.09615200054,20.0,273.30511638900043,outputs/task7_inference_speed/cpu/blenderproc_cogar_sim/sam_vit_b/automatic_speed.json,
blenderproc_cogar_sim,sam2_hiera_large,zero_shot,point,cpu,ok,3,1,3,0.08783757305048537,11384.649703666582,11397.519375999764,11444.670573099575,11306.52014000043,11449.909594999554,3.0,47.604235103000065,outputs/task7_inference_speed/cpu/blenderproc_cogar_sim/sam2_hiera_large/point_speed.json,
blenderproc_cogar_sim,sam2_hiera_large,zero_shot,box,cpu,ok,3,1,3,0.08730706427120834,11453.826885000126,11475.044075000369,11524.084627700176,11356.903001999854,11529.533578000155,3.0,47.54139739099992,outputs/task7_inference_speed/cpu/blenderproc_cogar_sim/sam2_hiera_large/box_speed.json,
blenderproc_cogar_sim,sam2_hiera_large,zero_shot,automatic,cpu,ok,1,1,1,0.007508885678688806,133175.55264400016,133175.55264400016,133175.55264400016,133175.55264400016,133175.55264400016,6.0,269.55674058599925,outputs/task7_inference_speed/cpu/blenderproc_cogar_sim/sam2_hiera_large/automatic_speed.json,
blenderproc_cogar_sim,fastsam_x,zero_shot,point,cpu,ok,3,1,3,0.25143748770839375,3977.1316883334293,3974.819414999729,3984.634985100365,3970.8500460001233,3985.725604000436,1.0,18.030049814999984,outputs/task7_inference_speed/cpu/blenderproc_cogar_sim/fastsam_x/point_speed.json,
blenderproc_cogar_sim,fastsam_x,zero_shot,box,cpu,ok,3,1,3,0.2525694707426634,3959.306708999975,3955.3455730001588,3967.4856163002914,3953.74004399946,3968.834510000306,1.0,16.92983794600059,outputs/task7_inference_speed/cpu/blenderproc_cogar_sim/fastsam_x/box_speed.json,
blenderproc_cogar_sim,fastsam_x,zero_shot,automatic,cpu,ok,1,1,1,0.2519752437628711,3968.6438440003258,3968.6438440003258,3968.6438440003258,3968.6438440003258,3968.6438440003258,16.0,8.934145838999939,outputs/task7_inference_speed/cpu/blenderproc_cogar_sim/fastsam_x/automatic_speed.json,
blenderproc_cogar_sim,yolo8_seg,baseline,inference,cpu,ok,3,1,3,1.30635894409809,765.4863959999906,791.0795399993731,815.5880051999702,687.068480000562,818.3111680000366,1.0,3.204149072000291,outputs/task7_inference_speed/cpu/blenderproc_cogar_sim/yolo8_seg/inference_speed.json,
