challenge,count,mean_iou,median_iou,mean_boundary_f1,iou_ge_75,iou_lt_10
partial_occlusion,3187,0.9033213213983261,0.9504250483965996,0.91790778329688,0.9137119548164417,0.0012550988390335738
dynamic_scene,797,0.9142036656502848,0.9621951219512195,0.9317142890704604,0.9234629861982434,0.0012547051442910915
small_parts,1551,0.9144680920495883,0.9483640081799591,0.9596290868930194,0.938749194068343,0.0006447453255963894
transparent_glass,830,0.9176378500228531,0.9582947390722718,0.9063335153877609,0.9265060240963855,0.0012048192771084338
reflective_metal,1161,0.9216377876193224,0.9635890767230169,0.9366478875862958,0.9354005167958657,0.0008613264427217916
