model,prompt_type,num_objects,mean_iou,median_iou,mean_boundary_f1,iou_ge_90,iou_ge_75,iou_ge_50,iou_lt_10,mean_predicted_iou,mean_fps,total_model_time_s,device
SAM2.1-Tiny,box,4471,0.9127464889502583,0.9552795031055901,0.9306585101819734,0.7546410199060613,0.9261910087228807,0.9816595839856855,0.0008946544397226571,0.9357198271826923,16.809628722564,265.978509923807,cuda
