model,prompt_type,split,image_path,instance_id,category,challenge,iou,boundary_f1,predicted_iou,elapsed_s,fps,device
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000003.png,35,connector,small_parts,0.9759926131117267,1.0,0.8747881054878235,0.0494913721830182,20.205542014515544,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000003.png,36,screw,small_parts,0.8552915766738661,0.9523525908278737,0.9510790109634399,0.04934500518522162,20.26547562912185,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000003.png,37,plastic_object,small_parts,0.9768306636155606,1.0,0.9684592485427856,0.04921833018108208,20.317633619849367,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000003.png,38,tool,small_parts;reflective_metal,0.9717568214456678,0.9956896551724138,0.9615390300750732,0.04896964917663189,20.42081200935366,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000003.png,39,metal_part,small_parts;reflective_metal,0.7042957042957043,0.570711942890218,0.7176622748374939,0.048740808180644475,20.516688937404844,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000003.png,40,plastic_object,small_parts,0.9897847500912076,1.0,0.8557270765304565,0.0487951181838236,20.4938534267454,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000003.png,41,plastic_object,small_parts,0.9123055162659123,0.9952830188679246,0.6154274344444275,0.048802061179065444,20.49093779729469,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000004.png,44,glass_object,dynamic_scene;transparent_glass;partial_occlusion,0.9602711066556248,0.8574774924871346,0.8057525157928467,0.062134673250511696,16.09407352909456,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000004.png,45,plastic_object,dynamic_scene;partial_occlusion,0.9702439558035226,0.9655990510083037,0.9559568166732788,0.06202751325236022,16.121877979074856,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000004.png,46,plastic_object,dynamic_scene;partial_occlusion,0.9948725055432373,1.0,0.9892142415046692,0.06201918025089981,16.124044141739386,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000004.png,47,plastic_object,dynamic_scene;partial_occlusion,0.9827411167512691,1.0,0.980491042137146,0.06196735925095709,16.1375280807138,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000004.png,48,box,dynamic_scene;partial_occlusion,0.9861148197596795,1.0,0.4729788899421692,0.06213634525101952,16.09364046050958,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000004.png,49,robot_gripper,dynamic_scene;partial_occlusion,0.9734198095523731,0.976953795037795,0.7278913259506226,0.06218229725254787,16.081747445556555,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000004.png,50,robot_gripper,dynamic_scene;partial_occlusion,0.9533811475409836,1.0,0.9657809138298035,0.06213570624731801,16.093805967533577,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000004.png,51,robot_gripper,dynamic_scene;partial_occlusion,0.9290001463914508,0.7490488107591202,0.3906881809234619,0.06214563824960351,16.09123388488781,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000005.png,54,box,reflective_metal;partial_occlusion,0.9864722491466138,1.0,0.7767846584320068,0.05710369188859153,17.512002585594384,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000005.png,55,metal_part,reflective_metal;partial_occlusion,0.9470404984423676,1.0,0.563787043094635,0.060407546884056904,16.55422296686452,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000005.png,56,screw,reflective_metal;partial_occlusion;small_parts,0.9397260273972603,1.0,0.8995630741119385,0.05800712088643599,17.239262778750213,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000005.png,57,plastic_object,reflective_metal;partial_occlusion,0.9801545486476994,1.0,0.6263259649276733,0.05808084389395339,17.21738068795703,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000005.png,58,tool,reflective_metal;partial_occlusion,0.9518540669856459,0.9927710843373494,0.8754733800888062,0.05997380789307903,16.673945429358003,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000005.png,59,tool,reflective_metal;partial_occlusion,0.9531049250535332,0.9752723945591966,0.919646680355072,0.05788435588733086,17.275824955994196,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000005.png,60,robot_gripper,reflective_metal;partial_occlusion,0.9433126660761736,0.836464862026484,0.7984275221824646,0.05686233089040292,17.586335001416156,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000005.png,61,robot_gripper,reflective_metal;partial_occlusion,0.932724651609803,0.9210809294497172,0.8980004191398621,0.058549343888848346,17.07961069381797,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000005.png,62,robot_gripper,reflective_metal;partial_occlusion,0.7779661016949152,0.6467507373131293,0.5491365194320679,0.0582551538868251,17.165863160240633,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000006.png,65,plastic_object,transparent_glass;partial_occlusion,0.9739652870493992,1.0,0.947891354560852,0.05719209499835011,17.48493388865801,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000006.png,66,metal_part,transparent_glass;reflective_metal;partial_occlusion,0.3007662835249042,0.4295098534613441,0.2950490117073059,0.057348701000187755,17.437186589400273,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000006.png,67,glass_object,transparent_glass;partial_occlusion,0.7972038794882377,0.6811522972034422,0.5904268026351929,0.05708329700024074,17.518259325416725,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000006.png,68,glass_object,transparent_glass;partial_occlusion,0.8639683129100136,0.7330585590407879,0.4914141595363617,0.05702069899739905,17.537491079259027,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000006.png,69,plastic_object,transparent_glass;partial_occlusion,0.9158345221112696,0.7705882352941177,0.7959252595901489,0.05903890200311758,16.937984380996696,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000006.png,70,cable,transparent_glass;partial_occlusion,0.8893241919686582,0.9648018490948411,0.8120888471603394,0.05705614699723406,17.526595338596515,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000006.png,71,robot_gripper,transparent_glass;partial_occlusion,0.9667797680107315,0.9555492812511509,0.6789067983627319,0.05717143199904563,17.49125332415485,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000006.png,72,robot_gripper,transparent_glass;partial_occlusion,0.9661399548532731,1.0,0.8308053016662598,0.057058267000280063,17.525944136983544,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000006.png,73,robot_gripper,transparent_glass;partial_occlusion,0.8512225445503523,0.7599768534968478,0.9426243305206299,0.057032534994100895,17.533851513060643,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000007.png,76,cable,partial_occlusion,0.9213483146067416,1.0,0.8793444037437439,0.06267270799980906,15.955908591073591,cuda
