challenge,count,mean_iou,median_iou,mean_boundary_f1,iou_ge_75,iou_lt_10
transparent_glass,830,0.8490945715003573,0.9255804670704217,0.8082582309025178,0.7951807228915663,0.010843373493975903
partial_occlusion,3187,0.8524673404564157,0.9247697643822509,0.8562153161973657,0.8045183558205209,0.006275494195167869
dynamic_scene,797,0.8729249218398961,0.9472276264591439,0.8770030229050384,0.8255959849435383,0.005018820577164366
reflective_metal,1161,0.8800121823439251,0.949678800856531,0.8862243450373456,0.8475452196382429,0.0034453057708871662
small_parts,1551,0.8814907416785278,0.9355322338830585,0.922552293574219,0.8755641521598968,0.003223726627981947
