model,prompt_type,num_objects,mean_iou,median_iou,mean_boundary_f1,iou_ge_90,iou_ge_75,iou_ge_50,iou_lt_10,mean_predicted_iou,mean_fps,total_model_time_s,device
SAM2.1-Tiny,point,4471,0.8657827061008924,0.9349240780911063,0.8730563504912183,0.6144039364795347,0.8275553567434578,0.9528069783046298,0.004920599418474614,0.8047965331314691,16.679109020041192,268.0598822531683,cuda
