category_name,count,auto_mean_iou,auto_median_iou,box_mean_iou,box_median_iou,mean_generated_masks_per_image,mean_iou_drop_auto_minus_box
screw,1243,0.30361313485952535,0.0006978367062107,0.8945984812731204,0.9152542372881356,25.199517296862428,-0.590985346413595
cable,571,0.49932697318692837,0.6076794657762938,0.8173903602936339,0.8844204123014532,24.57968476357268,-0.3180633871067055
glass_object,771,0.5661550271352543,0.6458801174641562,0.8383386740796158,0.9097674418604652,25.071335927367056,-0.2721836469443615
robot_gripper,769,0.5972049264718728,0.7459251532142391,0.8449027642118437,0.9116719242902208,25.042912873862157,-0.2476978377399709
tool,547,0.5994177892548889,0.736336032388664,0.8383575837173393,0.9170305676855895,23.89579524680073,-0.2389397944624504
connector,981,0.7065002732308395,0.943254198031268,0.925265125029058,0.9550561797752808,25.44954128440367,-0.21876485179821847
metal_part,737,0.7651294611199777,0.9558567952728536,0.9264552085004757,0.9600862998921252,24.852103120759836,-0.16132574738049799
box,652,0.8332667239995617,0.9748131158681617,0.9326827562808906,0.9771252671723281,24.780674846625768,-0.09941603228132889
plastic_object,1003,0.8378181202605729,0.9701158012700783,0.948918047812669,0.9725797425853384,26.507477567298107,-0.11109992755209608
