model,prompt_type,num_objects,mean_iou,median_iou,mean_boundary_f1,iou_ge_90,iou_ge_75,iou_ge_50,iou_lt_10,mean_predicted_iou,mean_fps,total_model_time_s,device
SAM2.1-Tiny,auto,87,0.6508148342540605,0.8695652173913043,0.6832742482145701,0.45977011494252873,0.5747126436781609,0.6896551724137931,0.1839080459770115,0.9389264528778778,2.347168263596525,37.06594084000242,cuda
