category,count,mean_iou,median_iou,mean_boundary_f1,iou_ge_75,iou_lt_10
screw,7,0.14441991728618145,0.0008960573476702509,0.237835602314899,0.14285714285714285,0.8571428571428571
glass_object,7,0.4878852567454319,0.26151172893136404,0.5112889949126879,0.42857142857142855,0.14285714285714285
robot_gripper,23,0.497678180089308,0.5750060081711127,0.5546876095555301,0.2608695652173913,0.17391304347826086
cable,5,0.5360482646198442,0.7626694473409802,0.5496122889554113,0.6,0.4
connector,4,0.715676209659193,0.9435142460744048,0.6962286306091304,0.75,0.25
metal_part,10,0.7973512260328666,0.9688784878487848,0.8305881302876388,0.7,0.1
plastic_object,16,0.8521105120172935,0.9751041569160686,0.8683310496201347,0.875,0.0625
tool,7,0.8867889714717384,0.9174813110983324,0.8867886955891561,0.8571428571428571,0.0
box,8,0.9238008506480457,0.9781005573046784,0.9379371826451344,0.875,0.0
