challenge,count,mean_iou,median_iou,mean_boundary_f1,iou_ge_75,iou_lt_10
transparent_glass,19,0.5642056188299399,0.7316731789817461,0.5888943394560955,0.47368421052631576,0.15789473684210525
small_parts,28,0.5944483612612472,0.8554717666373244,0.6274180032868857,0.5714285714285714,0.32142857142857145
partial_occlusion,69,0.6273145502090277,0.7669547696060236,0.6633677757147523,0.5362318840579711,0.18840579710144928
dynamic_scene,15,0.751363022323016,0.8914074855034264,0.7577036167817988,0.6666666666666666,0.0
reflective_metal,25,0.7916279094067211,0.9252571908461054,0.8217050678090709,0.72,0.08
