model,prompt_type,num_objects,mean_iou,median_iou,mean_boundary_f1,iou_ge_90,iou_ge_75,iou_ge_50,iou_lt_10,mean_predicted_iou,mean_fps,total_model_time_s,device
EfficientSAM-Ti,box,25,0.891557490969522,0.955899419729207,0.8827232533147299,0.76,0.92,0.92,0.0,0.9390142798423767,8.03508580770487,3.111354451999432,cuda
