challenge,count,mean_iou,median_iou,mean_boundary_f1,iou_ge_75,iou_lt_10
transparent_glass,8,0.7605744709478561,0.7971903431770897,0.7231283850849128,0.75,0.0
partial_occlusion,16,0.8538477854265267,0.9275247896945924,0.8373357789529328,0.875,0.0
small_parts,5,0.9444816893093883,0.949796973052787,0.9368870288221617,1.0,0.0
reflective_metal,9,0.9613395943621842,0.9666352497643732,0.974883238519353,1.0,0.0
