run_type,dataset,model,prompt_mode,evaluation_type,category,iou,boundary_f1,count
zero_shot,isaac_official_unitree_g1,sam2_hiera_large,box,prompted_instance,transparent_glass,0.8642018976106134,0.8967915527938636,4331
zero_shot,isaac_official_unitree_g1,sam_vit_b,automatic,automatic_class_agnostic_proposal,occluder,0.8646553504089638,0.8804646329164019,2214
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,box,prompted_instance,cable,0.8651874626442424,0.9107757658362619,408
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,box,prompted_instance,robot_gripper,0.8657056241219825,0.8514846102721706,1633
zero_shot,blenderproc_cogar_sim,sam_vit_b,box,prompted_instance,tool,0.865831190887352,0.8860263404346792,500
zero_shot,ocid,sam2_hiera_large,box,prompted_instance,object,0.8659770273605177,0.7872642061143948,21487
zero_shot,isaac_official_unitree_g1,sam_vit_b,point,prompted_instance,occluder,0.8677531970871772,0.8835526621799,2214
zero_shot,blenderproc_cogar_sim,sam_vit_h,box,prompted_instance,robot_gripper,0.8681885922551384,0.8954740523059281,1633
baseline,blenderproc_cogar_sim,mask_rcnn,inference,instance_segmentation,table,0.8695269461093009,0.2808025724484184,82
zero_shot,isaac_official_unitree_g1,sam_vit_h,point,prompted_instance,occluder,0.8703732928612483,0.8909108977511132,2214
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,automatic,automatic_class_agnostic_proposal,connector,0.8726901340181501,0.9125895396864211,786
zero_shot,blenderproc_cogar_sim,sam_vit_h,point,prompted_instance,connector,0.8738372598680111,0.9155096312853342,786
zero_shot,blenderproc_cogar_sim,sam_vit_b,automatic,automatic_class_agnostic_proposal,connector,0.8739834695565163,0.9090594736789441,786
zero_shot,blenderproc_cogar_sim,sam_vit_h,box,prompted_instance,screw,0.874549986138998,0.9798528063608342,674
zero_shot,isaac_official_unitree_g1,sam_vit_b,automatic,automatic_class_agnostic_proposal,storage_bin,0.8751535378482309,0.8725056465509575,6712
baseline,blenderproc_cogar_sim,mask_rcnn,inference,instance_segmentation,box,0.8758709489600709,0.8032538498121623,31
zero_shot,blenderproc_cogar_sim,fastsam_x,automatic,automatic_class_agnostic_proposal,connector,0.876189249549492,0.9284615212996958,786
zero_shot,blenderproc_cogar_sim,sam_vit_b,point,prompted_instance,connector,0.8772285712572757,0.9162681609625489,786
zero_shot,isaac_official_unitree_g1,sam2_hiera_large,automatic,automatic_class_agnostic_proposal,storage_bin,0.878181997766288,0.8851492513455094,6712
baseline,isaac_official_unitree_g1,mask_rcnn,inference,instance_segmentation,storage_bin,0.8787283821960213,0.8991208258306945,358
zero_shot,blenderproc_cogar_sim,fastsam_x,box,prompted_instance,metal_part,0.8800035529329474,0.9092534525826759,869
zero_shot,isaac_official_unitree_g1,sam2_hiera_large,point,prompted_instance,occluder,0.8822248409210697,0.8954543131640295,2214
zero_shot,blenderproc_cogar_sim,sam_vit_b,point,prompted_instance,plastic_object,0.8842462665151852,0.9017352735209733,995
zero_shot,blenderproc_cogar_sim,sam_vit_h,automatic,automatic_class_agnostic_proposal,glass_object,0.8842723401091346,0.8663309691022624,634
zero_shot,isaac_official_unitree_g1,sam_vit_h,box,prompted_instance,transparent_glass,0.8846804638635477,0.9273518444635273,4331
zero_shot,isaac_official_unitree_g1,fastsam_x,box,prompted_instance,moving_object,0.885175588410009,0.9576598308237868,1551
zero_shot,isaac_official_unitree_g1,fastsam_x,automatic,automatic_class_agnostic_proposal,moving_object,0.8862196264664656,0.9583070868099993,1551
zero_shot,blenderproc_cogar_sim,sam_vit_h,automatic,automatic_class_agnostic_proposal,tool,0.8865726511874344,0.9095581250808443,500
baseline,blenderproc_cogar_sim,deeplabv3plus,inference,semantic_segmentation,glass_object,0.8891495836002562,0.689342926290638,
zero_shot,blenderproc_cogar_sim,sam_vit_b,point,prompted_instance,box,0.8904265675629564,0.8782995373208732,576
zero_shot,blenderproc_cogar_sim,sam_vit_h,automatic,automatic_class_agnostic_proposal,connector,0.8914463755562759,0.9271686211225861,786
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,automatic,automatic_class_agnostic_proposal,metal_part,0.8919237408146978,0.9173316738812195,869
zero_shot,isaac_official_unitree_g1,fastsam_x,automatic,automatic_class_agnostic_proposal,occluder,0.8919801844559768,0.9049349219160412,2214
zero_shot,blenderproc_cogar_sim,fastsam_x,box,prompted_instance,plastic_object,0.8922433869325922,0.9267136164918218,995
zero_shot,blenderproc_cogar_sim,sam_vit_b,automatic,automatic_class_agnostic_proposal,table,0.8923353616278593,0.6537614931162229,1693
zero_shot,isaac_official_unitree_g1,fastsam_x,box,prompted_instance,storage_bin,0.8940663698842717,0.9269631666108825,6712
zero_shot,blenderproc_cogar_sim,sam_vit_b,automatic,automatic_class_agnostic_proposal,metal_part,0.8943858379429575,0.9180563200931448,869
baseline,isaac_official_unitree_g1,deeplabv3plus,inference,semantic_segmentation,transparent_glass,0.8971945616392538,0.8182504907378287,
zero_shot,blenderproc_cogar_sim,sam_vit_h,box,prompted_instance,tool,0.8973148671356608,0.9293816895152681,500
zero_shot,blenderproc_cogar_sim,sam_vit_h,point,prompted_instance,box,0.8979975484744122,0.8943536437638114,576
zero_shot,blenderproc_cogar_sim,sam_vit_h,point,prompted_instance,plastic_object,0.8988328459359957,0.9210975434926815,995
zero_shot,isaac_official_unitree_g1,sam_vit_b,point,prompted_instance,storage_bin,0.9011991137634872,0.8923511486926999,6712
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,box,prompted_instance,tool,0.9029102495018257,0.9081113932749224,500
zero_shot,isaac_official_unitree_g1,sam_vit_h,automatic,automatic_class_agnostic_proposal,occluder,0.9031096534107133,0.9126271719146792,2214
baseline,blenderproc_cogar_sim,deeplabv3plus,inference,semantic_segmentation,robot_gripper,0.9059702224468082,0.6533899835548742,
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,point,prompted_instance,metal_part,0.9081963993382518,0.9235155202267326,869
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,automatic,automatic_class_agnostic_proposal,table,0.9083854839398062,0.7184834259781941,1693
zero_shot,blenderproc_cogar_sim,fastsam_x,automatic,automatic_class_agnostic_proposal,metal_part,0.9084201347726275,0.9329692818126614,869
zero_shot,isaac_official_unitree_g1,fastsam_x,automatic,automatic_class_agnostic_proposal,storage_bin,0.9088715644959487,0.938183712717632,6712
zero_shot,blenderproc_cogar_sim,sam_vit_b,automatic,automatic_class_agnostic_proposal,plastic_object,0.9094187718732523,0.9277418788293326,995
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,point,prompted_instance,connector,0.9112053621335928,0.9584685238931548,786
zero_shot,isaac_official_unitree_g1,sam_vit_b,box,prompted_instance,occluder,0.914871687495105,0.929905501115094,2214
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,automatic,automatic_class_agnostic_proposal,plastic_object,0.9150283045675531,0.9389052283660538,995
zero_shot,blenderproc_cogar_sim,sam_vit_b,box,prompted_instance,glass_object,0.9164416588133694,0.8980922041433808,634
zero_shot,isaac_official_unitree_g1,sam2_hiera_large,box,prompted_instance,occluder,0.9167275828156649,0.9167402645282048,2214
baseline,blenderproc_cogar_sim,yolo8_seg,inference,instance_segmentation,box,0.9168901254102941,0.9028201883614162,31
zero_shot,blenderproc_cogar_sim,fastsam_x,automatic,automatic_class_agnostic_proposal,plastic_object,0.9179945897099763,0.9471524907349974,995
zero_shot,isaac_official_unitree_g1,sam2_hiera_large,point,prompted_instance,storage_bin,0.9183185476858386,0.9264257846175791,6712
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,box,prompted_instance,glass_object,0.9187649691825794,0.8808940884303512,634
zero_shot,blenderproc_cogar_sim,sam_vit_b,automatic,automatic_class_agnostic_proposal,box,0.9203904260336065,0.9113696427328652,576
baseline,blenderproc_cogar_sim,deeplabv3plus,inference,semantic_segmentation,box,0.9217504027531571,0.7994698323475091,
zero_shot,blenderproc_cogar_sim,sam_vit_h,box,prompted_instance,glass_object,0.9218222322136093,0.9127249480541044,634
zero_shot,isaac_official_unitree_g1,sam_vit_h,automatic,automatic_class_agnostic_proposal,storage_bin,0.9225383228370522,0.9362616404360299,6712
zero_shot,blenderproc_cogar_sim,sam_vit_h,automatic,automatic_class_agnostic_proposal,plastic_object,0.9228520216648457,0.9410803647251478,995
zero_shot,blenderproc_cogar_sim,sam_vit_h,automatic,automatic_class_agnostic_proposal,metal_part,0.9229342708854502,0.947512745896259,869
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,automatic,automatic_class_agnostic_proposal,box,0.9235206270865817,0.9317708323531342,576
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,box,prompted_instance,connector,0.9247636475653717,0.9764782582807947,786
zero_shot,isaac_official_unitree_g1,sam_vit_h,box,prompted_instance,occluder,0.9259405055631156,0.9428946362160964,2214
zero_shot,blenderproc_cogar_sim,fastsam_x,automatic,automatic_class_agnostic_proposal,box,0.926511104344323,0.9267286459740229,576
zero_shot,blenderproc_cogar_sim,sam_vit_b,box,prompted_instance,connector,0.9266096793045185,0.9724661063384505,786
baseline,isaac_official_unitree_g1,deeplabv3plus,inference,semantic_segmentation,occluder,0.9293690344084877,0.5014132758094478,
zero_shot,isaac_official_unitree_g1,sam_vit_h,point,prompted_instance,moving_object,0.9302065023757838,0.9727227378613647,1551
zero_shot,isaac_official_unitree_g1,sam_vit_h,point,prompted_instance,storage_bin,0.9306618571005327,0.9474714641835321,6712
baseline,ocid,deeplabv3plus,inference,semantic_segmentation,background,0.9350314816104062,0.8880972257484697,
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,point,prompted_instance,box,0.9351990782506575,0.9365335312109492,576
zero_shot,blenderproc_cogar_sim,sam_vit_b,box,prompted_instance,metal_part,0.9356025150652005,0.9636261479749476,869
zero_shot,isaac_official_unitree_g1,sam_vit_b,point,prompted_instance,moving_object,0.9366416980438901,0.9773191972539075,1551
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,point,prompted_instance,plastic_object,0.9367449326315707,0.9592412624125839,995
zero_shot,blenderproc_cogar_sim,sam_vit_h,box,prompted_instance,connector,0.9386347665217707,0.9872582988979394,786
zero_shot,isaac_official_unitree_g1,sam_vit_b,box,prompted_instance,storage_bin,0.9393461863385579,0.9433042736973928,6712
zero_shot,isaac_official_unitree_g1,sam2_hiera_large,box,prompted_instance,moving_object,0.9402239514523096,0.9919748788373545,1551
zero_shot,isaac_official_unitree_g1,sam2_hiera_large,point,prompted_instance,moving_object,0.9418361476496082,0.9868856017952903,1551
zero_shot,isaac_official_unitree_g1,sam2_hiera_large,box,prompted_instance,storage_bin,0.9428533747256058,0.9572865274910741,6712
baseline,blenderproc_cogar_sim,deeplabv3plus,inference,semantic_segmentation,background,0.9430836060288421,0.8380268089824476,
baseline,isaac_official_unitree_g1,deeplabv3plus,inference,semantic_segmentation,storage_bin,0.9432476369559338,0.9250707254598726,
zero_shot,blenderproc_cogar_sim,sam_vit_b,box,prompted_instance,box,0.9447583756478328,0.9403696539017142,576
zero_shot,isaac_official_unitree_g1,sam_vit_b,box,prompted_instance,moving_object,0.9458214489620668,0.9940294183656053,1551
zero_shot,blenderproc_cogar_sim,sam_vit_h,box,prompted_instance,metal_part,0.946133278802817,0.9789013978705815,869
zero_shot,isaac_official_unitree_g1,sam_vit_h,box,prompted_instance,moving_object,0.9485377237268361,0.995875348064553,1551
zero_shot,blenderproc_cogar_sim,sam_vit_b,box,prompted_instance,plastic_object,0.9509263860246258,0.9788812766390634,995
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,box,prompted_instance,metal_part,0.9518590733032486,0.9702687163997393,869
zero_shot,blenderproc_cogar_sim,sam_vit_b,box,prompted_instance,table,0.9521060456091976,0.6713496916389264,1693
zero_shot,blenderproc_cogar_sim,sam_vit_h,automatic,automatic_class_agnostic_proposal,box,0.9531782774822766,0.9482148014306482,576
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,box,prompted_instance,plastic_object,0.9550998733013548,0.9826789992302019,995
zero_shot,blenderproc_cogar_sim,sam_vit_h,box,prompted_instance,plastic_object,0.9559582061680088,0.9845971117328871,995
zero_shot,isaac_official_unitree_g1,sam_vit_h,box,prompted_instance,storage_bin,0.9568946115322904,0.9757967571087303,6712
zero_shot,blenderproc_cogar_sim,sam_vit_h,box,prompted_instance,box,0.9569063483724776,0.9587943187205844,576
baseline,blenderproc_cogar_sim,yolo8_seg,inference,instance_segmentation,table,0.9580765759951628,0.6777633754662415,82
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,box,prompted_instance,box,0.9584807132518287,0.9604449699025337,576
zero_shot,blenderproc_cogar_sim,sam_vit_h,automatic,automatic_class_agnostic_proposal,table,0.9621768080063274,0.7317339256257019,1693
zero_shot,blenderproc_cogar_sim,sam2_hiera_large,box,prompted_instance,table,0.9637625296816045,0.731442303610519,1693
zero_shot,blenderproc_cogar_sim,sam_vit_h,box,prompted_instance,table,0.9665345594808308,0.7296434219024742,1693
baseline,isaac_official_unitree_g1,deeplabv3plus,inference,semantic_segmentation,workbench,0.9666003266712891,0.9094600896853692,
baseline,isaac_official_unitree_g1,deeplabv3plus,inference,semantic_segmentation,background_fixture,0.9800729615690156,0.9475776357918643,
baseline,blenderproc_cogar_sim,deeplabv3plus,inference,semantic_segmentation,table,0.987489205716373,0.8726166112276047,
baseline,ocid,deeplabv3plus,inference,semantic_segmentation,object,0.9914437919805986,0.8721840109371035,
baseline,isaac_official_unitree_g1,deeplabv3plus,inference,semantic_segmentation,background,0.991956335273028,0.6435653737999112,
