challenge,count,mean_iou,median_iou,mean_boundary_f1,iou_ge_75,iou_lt_10
transparent_glass,8,0.788781405531546,0.8187566473265167,0.7337630685496279,0.5,0.0
partial_occlusion,16,0.8316816964021113,0.957858374071039,0.8270225094655022,0.6875,0.0
small_parts,5,0.9462850275566386,0.9558139534883721,0.9238177874419762,1.0,0.0
reflective_metal,9,0.9700688448570981,0.9762564305500594,0.9911305270948958,1.0,0.0
