model,prompt_type,num_objects,mean_iou,median_iou,mean_boundary_f1,iou_ge_90,iou_ge_75,iou_ge_50,iou_lt_10,mean_predicted_iou,mean_fps,total_model_time_s,device
SAM2.1-Tiny,point,25,0.8805262103749569,0.9632459970887919,0.8817685155618638,0.8,0.8,0.92,0.0,0.8508137783408165,11.715461722647051,2.133932113974879,cuda
