category,count,mean_iou,median_iou,mean_boundary_f1,iou_ge_75,iou_lt_10
robot_gripper,6,0.6451839867708721,0.6998482261470498,0.6667743634137405,0.3333333333333333,0.0
glass_object,3,0.8959691794578876,0.9699551569506727,0.8257586668243942,0.6666666666666666,0.0
connector,1,0.9088983050847458,0.9088983050847458,0.773125261955205,1.0,0.0
tool,1,0.9438009438009438,0.9438009438009438,0.9767964973824093,1.0,0.0
screw,2,0.9482040064471563,0.9482040064471563,0.9864864864864865,1.0,0.0
cable,2,0.9615743958712489,0.9615743958712489,1.0,1.0,0.0
box,4,0.9780785832840091,0.9814147737808502,0.9678143947924462,1.0,0.0
metal_part,6,0.9782622356194155,0.9789263373407574,0.9953563994350997,1.0,0.0
