num_objects,mean_iou,median_iou,min_iou,max_iou,std_iou,mean_sam_score,median_sam_score,min_sam_score,max_sam_score
52,0.8495412427158636,0.8783946097438691,0.7086911714187565,0.9126103045829776,0.051197150320540695,0.9628909115607922,0.9669494330883026,0.8605388402938843,0.9841170907020568
