object_id,count,mean_iou,median_iou,min_iou,max_iou,std_iou,mean_sam_score
7,6,0.7721235832475147,0.780376192703442,0.7396825396825397,0.7954110898661568,0.02505542544714522,0.9782070020834605
8,5,0.8021234937600129,0.8033064857990674,0.7962727657772131,0.8090909090909091,0.005674664519603733,0.9513596415519714
4,9,0.8266984366280059,0.825089605734767,0.807787610619469,0.8486125746399719,0.013399279423404306,0.9571897519959344
6,7,0.82938443924225,0.8610435252771019,0.7086911714187565,0.8905522961764111,0.06774757337001018,0.9378857868058341
9,4,0.8768134564119432,0.879265091863517,0.8681462140992167,0.8805774278215223,0.005909146982653825,0.9650096595287323
3,10,0.8871323358331435,0.8870889494496511,0.8818048062775871,0.8918387413962635,0.002757618059726538,0.9708351910114288
10,3,0.8913500560649785,0.891358024691358,0.8855967078189301,0.8970954356846473,0.005749368074554841,0.9714410305023193
5,8,0.9042726620522262,0.903325692411157,0.9002535925612849,0.9126103045829776,0.0044608305500499195,0.9727081581950188
