num_objects,box_mean_iou,box_median_iou,box_min_iou,box_max_iou,box_std_iou,point_mean_iou,point_median_iou,point_min_iou,point_max_iou,point_std_iou,mean_iou_delta_point_minus_box,median_iou_delta_point_minus_box,point_better_count,box_better_count,tie_count,point_better_fraction,box_better_fraction,tie_fraction,box_mean_sam_score,point_mean_sam_score
52,0.8495412427158636,0.8783946097438691,0.7086911714187565,0.9126103045829776,0.051197150320540695,0.7281570497595078,0.804281654990098,0.0885518590998043,0.8868421052631579,0.20218437470043324,-0.121384192956356,-0.03339992613280851,11,41,0,0.21153846153846154,0.7884615384615384,0.0,0.9628909115607922,0.8075359085431466
