category_name,count,mean,median,std,min,max
cable,571,0.8173903602936339,0.8844204123014532,0.176458404592539,0.0012883830792355,0.9794480328831474
glass_object,771,0.8383386740796158,0.9097674418604652,0.17607013815809042,0.0,0.9948088721094857
tool,547,0.8383575837173393,0.9170305676855895,0.18665153105708865,0.0340398201669878,0.9822494755526868
robot_gripper,769,0.8449027642118437,0.9116719242902208,0.181685869004777,0.0004310630678426,0.9890361642938964
screw,1243,0.8945984812731204,0.9152542372881356,0.07511413506019632,0.4058679706601467,0.9916142557651992
connector,981,0.925265125029058,0.9550561797752808,0.103980965677314,0.0161654135338345,0.9920134510298444
metal_part,737,0.9264552085004757,0.9600862998921252,0.11163857164634766,0.0852293246659443,0.9887323943661972
box,652,0.9326827562808906,0.9771252671723281,0.13169198414013558,0.0004858791375645,0.9961764705882352
plastic_object,1003,0.948918047812669,0.9725797425853384,0.08348718145195855,0.0092788971367974,0.9970249644289224
