row_index,image_id,file_name,object_id,category_name,challenge_primary,image_path,gt_mask_path,mask_output_path,iou,boundary_f1,sam_score,image_latency_sec,prediction_latency_sec,total_latency_sec,fps
35,5,000004.png,45,plastic_object,dynamic_scene,data/cogar_sim_500_final/rgb/000004.png,data/cogar_sim_500_final/instance_masks/final/ann_00000045_img_000004_cat_plastic_object.png,outputs/sim_mobilesam_box_final/masks/row_00035_object_45_mobilesam_box_mask.png,0.9793510324483776,1.0,1.0041371583938599,0.0,0.012650477998249698,0.012650477998249698,79.04839644307184
36,5,000004.png,46,plastic_object,dynamic_scene,data/cogar_sim_500_final/rgb/000004.png,data/cogar_sim_500_final/instance_masks/final/ann_00000046_img_000004_cat_plastic_object.png,outputs/sim_mobilesam_box_final/masks/row_00036_object_46_mobilesam_box_mask.png,0.9915418746533555,0.9891067538126361,1.0116335153579712,0.0,0.012617353000678122,0.012617353000678122,79.25592633781862
37,5,000004.png,47,plastic_object,dynamic_scene,data/cogar_sim_500_final/rgb/000004.png,data/cogar_sim_500_final/instance_masks/final/ann_00000047_img_000004_cat_plastic_object.png,outputs/sim_mobilesam_box_final/masks/row_00037_object_47_mobilesam_box_mask.png,0.9709644670050761,1.0,1.0025265216827393,0.0,0.013445674001559382,0.013445674001559382,74.37336349847716
38,5,000004.png,48,box,dynamic_scene,data/cogar_sim_500_final/rgb/000004.png,data/cogar_sim_500_final/instance_masks/final/ann_00000048_img_000004_cat_box.png,outputs/sim_mobilesam_box_final/masks/row_00038_object_48_mobilesam_box_mask.png,0.9860457656116339,1.0,1.0043925046920776,0.0,0.012609708002855768,0.012609708002855768,79.30397752061556
39,5,000004.png,49,robot_gripper,dynamic_scene,data/cogar_sim_500_final/rgb/000004.png,data/cogar_sim_500_final/instance_masks/final/ann_00000049_img_000004_cat_robot_gripper.png,outputs/sim_mobilesam_box_final/masks/row_00039_object_49_mobilesam_box_mask.png,0.9811794698759044,1.0,1.007996916770935,0.0,0.012649273001443362,0.012649273001443362,79.05592676242293
40,5,000004.png,50,robot_gripper,dynamic_scene,data/cogar_sim_500_final/rgb/000004.png,data/cogar_sim_500_final/instance_masks/final/ann_00000050_img_000004_cat_robot_gripper.png,outputs/sim_mobilesam_box_final/masks/row_00040_object_50_mobilesam_box_mask.png,0.9515214027849407,1.0,0.9997764825820923,0.0,0.012549577000754653,0.012549577000754653,79.68396065778681
41,5,000004.png,51,robot_gripper,dynamic_scene,data/cogar_sim_500_final/rgb/000004.png,data/cogar_sim_500_final/instance_masks/final/ann_00000051_img_000004_cat_robot_gripper.png,outputs/sim_mobilesam_box_final/masks/row_00041_object_51_mobilesam_box_mask.png,0.9759053954175906,1.0,1.001901626586914,0.0,0.013083270998322405,0.013083270998322405,76.43348518334784
42,6,000005.png,54,box,reflective_metal,data/cogar_sim_500_final/rgb/000005.png,data/cogar_sim_500_final/instance_masks/final/ann_00000054_img_000005_cat_box.png,outputs/sim_mobilesam_box_final/masks/row_00042_object_54_mobilesam_box_mask.png,0.9835851126677356,1.0,1.0061575174331665,0.02900746299928869,0.14423976100079017,0.17324722400007886,5.772098258841624
43,6,000005.png,55,metal_part,reflective_metal,data/cogar_sim_500_final/rgb/000005.png,data/cogar_sim_500_final/instance_masks/final/ann_00000055_img_000005_cat_metal_part.png,outputs/sim_mobilesam_box_final/masks/row_00043_object_55_mobilesam_box_mask.png,0.9420137058513443,1.0,0.9980310201644897,0.0,0.01278852700124844,0.01278852700124844,78.19508844938734
44,6,000005.png,56,screw,reflective_metal,data/cogar_sim_500_final/rgb/000005.png,data/cogar_sim_500_final/instance_masks/final/ann_00000056_img_000005_cat_screw.png,outputs/sim_mobilesam_box_final/masks/row_00044_object_56_mobilesam_box_mask.png,0.8837209302325582,1.0,0.987761378288269,0.0,0.012868034998973599,0.012868034998973599,77.71194281642563
45,6,000005.png,57,plastic_object,reflective_metal,data/cogar_sim_500_final/rgb/000005.png,data/cogar_sim_500_final/instance_masks/final/ann_00000057_img_000005_cat_plastic_object.png,outputs/sim_mobilesam_box_final/masks/row_00045_object_57_mobilesam_box_mask.png,0.9856687898089171,1.0,1.0044516324996948,0.0,0.012552995998703409,0.012552995998703409,79.66225752826571
46,6,000005.png,58,tool,reflective_metal,data/cogar_sim_500_final/rgb/000005.png,data/cogar_sim_500_final/instance_masks/final/ann_00000058_img_000005_cat_tool.png,outputs/sim_mobilesam_box_final/masks/row_00046_object_58_mobilesam_box_mask.png,0.6590815059991725,1.0,1.0023696422576904,0.0,0.012738539000565652,0.012738539000565652,78.5019380916128
47,6,000005.png,59,tool,reflective_metal,data/cogar_sim_500_final/rgb/000005.png,data/cogar_sim_500_final/instance_masks/final/ann_00000059_img_000005_cat_tool.png,outputs/sim_mobilesam_box_final/masks/row_00047_object_59_mobilesam_box_mask.png,0.9152022885165508,1.0,0.9929440021514893,0.0,0.012574701999255922,0.012574701999255922,79.52474739036938
48,6,000005.png,60,robot_gripper,reflective_metal,data/cogar_sim_500_final/rgb/000005.png,data/cogar_sim_500_final/instance_masks/final/ann_00000060_img_000005_cat_robot_gripper.png,outputs/sim_mobilesam_box_final/masks/row_00048_object_60_mobilesam_box_mask.png,0.8162373505059798,0.9165109189789608,0.9860097169876099,0.0,0.01261979500122834,0.01261979500122834,79.24058987508637
49,6,000005.png,61,robot_gripper,reflective_metal,data/cogar_sim_500_final/rgb/000005.png,data/cogar_sim_500_final/instance_masks/final/ann_00000061_img_000005_cat_robot_gripper.png,outputs/sim_mobilesam_box_final/masks/row_00049_object_61_mobilesam_box_mask.png,0.9343385214007782,1.0,0.9872510433197021,0.0,0.012822347001929302,0.012822347001929302,77.98884243653178
50,6,000005.png,62,robot_gripper,reflective_metal,data/cogar_sim_500_final/rgb/000005.png,data/cogar_sim_500_final/instance_masks/final/ann_00000062_img_000005_cat_robot_gripper.png,outputs/sim_mobilesam_box_final/masks/row_00050_object_62_mobilesam_box_mask.png,0.3354564755838641,0.8526234442365574,0.9701372385025024,0.0,0.012945338999998057,0.012945338999998057,77.24788049197862
51,7,000006.png,65,plastic_object,transparent_glass,data/cogar_sim_500_final/rgb/000006.png,data/cogar_sim_500_final/instance_masks/final/ann_00000065_img_000006_cat_plastic_object.png,outputs/sim_mobilesam_box_final/masks/row_00051_object_65_mobilesam_box_mask.png,0.9553512803676953,1.0,0.994854211807251,0.02712863600027049,0.14489983300154563,0.17202846900181612,5.812991336855081
52,7,000006.png,66,metal_part,transparent_glass,data/cogar_sim_500_final/rgb/000006.png,data/cogar_sim_500_final/instance_masks/final/ann_00000066_img_000006_cat_metal_part.png,outputs/sim_mobilesam_box_final/masks/row_00052_object_66_mobilesam_box_mask.png,0.8707865168539326,1.0,0.9286918640136719,0.0,0.01270508200104814,0.01270508200104814,78.7086616141086
53,7,000006.png,67,glass_object,transparent_glass,data/cogar_sim_500_final/rgb/000006.png,data/cogar_sim_500_final/instance_masks/final/ann_00000067_img_000006_cat_glass_object.png,outputs/sim_mobilesam_box_final/masks/row_00053_object_67_mobilesam_box_mask.png,0.9827675698121042,1.0,0.9943827390670776,0.0,0.012443827999959467,0.012443827999959467,80.36112360306308
54,7,000006.png,68,glass_object,transparent_glass,data/cogar_sim_500_final/rgb/000006.png,data/cogar_sim_500_final/instance_masks/final/ann_00000068_img_000006_cat_glass_object.png,outputs/sim_mobilesam_box_final/masks/row_00054_object_68_mobilesam_box_mask.png,0.9817798710956867,1.0,0.9871941804885864,0.0,0.012852479001594475,0.012852479001594475,77.8060014629038
55,7,000006.png,69,plastic_object,transparent_glass,data/cogar_sim_500_final/rgb/000006.png,data/cogar_sim_500_final/instance_masks/final/ann_00000069_img_000006_cat_plastic_object.png,outputs/sim_mobilesam_box_final/masks/row_00055_object_69_mobilesam_box_mask.png,0.9796290665855883,1.0,1.0000219345092773,0.0,0.013128405000315979,0.013128405000315979,76.17071532877998
56,7,000006.png,70,cable,transparent_glass,data/cogar_sim_500_final/rgb/000006.png,data/cogar_sim_500_final/instance_masks/final/ann_00000070_img_000006_cat_cable.png,outputs/sim_mobilesam_box_final/masks/row_00056_object_70_mobilesam_box_mask.png,0.7683923705722071,1.0,0.9807643890380859,0.0,0.012516041999333538,0.012516041999333538,79.89746279640549
57,7,000006.png,71,robot_gripper,transparent_glass,data/cogar_sim_500_final/rgb/000006.png,data/cogar_sim_500_final/instance_masks/final/ann_00000071_img_000006_cat_robot_gripper.png,outputs/sim_mobilesam_box_final/masks/row_00057_object_71_mobilesam_box_mask.png,0.9685912961950153,1.0,0.9963939189910889,0.0,0.012608813998667756,0.012608813998667756,79.3096004196477
58,7,000006.png,72,robot_gripper,transparent_glass,data/cogar_sim_500_final/rgb/000006.png,data/cogar_sim_500_final/instance_masks/final/ann_00000072_img_000006_cat_robot_gripper.png,outputs/sim_mobilesam_box_final/masks/row_00058_object_72_mobilesam_box_mask.png,0.9570187471422039,1.0,0.9951008558273315,0.0,0.012505277998570818,0.012505277998570818,79.96623506604861
59,7,000006.png,73,robot_gripper,transparent_glass,data/cogar_sim_500_final/rgb/000006.png,data/cogar_sim_500_final/instance_masks/final/ann_00000073_img_000006_cat_robot_gripper.png,outputs/sim_mobilesam_box_final/masks/row_00059_object_73_mobilesam_box_mask.png,0.8487603305785124,1.0,0.9645313024520874,0.0,0.012881826001830632,0.012881826001830632,77.6287460999621
60,8,000007.png,76,cable,partial_occlusion,data/cogar_sim_500_final/rgb/000007.png,data/cogar_sim_500_final/instance_masks/final/ann_00000076_img_000007_cat_cable.png,outputs/sim_mobilesam_box_final/masks/row_00060_object_76_mobilesam_box_mask.png,0.8315789473684211,1.0,0.9311836957931519,0.02849090699965018,0.14375274299891316,0.17224364999856334,5.805729267861781
61,8,000007.png,77,tool,partial_occlusion,data/cogar_sim_500_final/rgb/000007.png,data/cogar_sim_500_final/instance_masks/final/ann_00000077_img_000007_cat_tool.png,outputs/sim_mobilesam_box_final/masks/row_00061_object_77_mobilesam_box_mask.png,0.9142324425108763,1.0,0.9787735939025879,0.0,0.012804373000108171,0.012804373000108171,78.09831844101636
62,8,000007.png,78,plastic_object,partial_occlusion,data/cogar_sim_500_final/rgb/000007.png,data/cogar_sim_500_final/instance_masks/final/ann_00000078_img_000007_cat_plastic_object.png,outputs/sim_mobilesam_box_final/masks/row_00062_object_78_mobilesam_box_mask.png,0.9535398230088495,1.0,0.9987715482711792,0.0,0.01273328500246862,0.01273328500246862,78.53432949989957
63,8,000007.png,79,plastic_object,partial_occlusion,data/cogar_sim_500_final/rgb/000007.png,data/cogar_sim_500_final/instance_masks/final/ann_00000079_img_000007_cat_plastic_object.png,outputs/sim_mobilesam_box_final/masks/row_00063_object_79_mobilesam_box_mask.png,0.9781439139206456,1.0,0.9980635046958923,0.0,0.01257580400124425,0.01257580400124425,79.51777873613965
64,8,000007.png,80,connector,partial_occlusion,data/cogar_sim_500_final/rgb/000007.png,data/cogar_sim_500_final/instance_masks/final/ann_00000080_img_000007_cat_connector.png,outputs/sim_mobilesam_box_final/masks/row_00064_object_80_mobilesam_box_mask.png,0.9221311475409836,1.0,0.9752410650253296,0.0,0.012576242999784881,0.012576242999784881,79.51500301140055
65,8,000007.png,81,robot_gripper,partial_occlusion,data/cogar_sim_500_final/rgb/000007.png,data/cogar_sim_500_final/instance_masks/final/ann_00000081_img_000007_cat_robot_gripper.png,outputs/sim_mobilesam_box_final/masks/row_00065_object_81_mobilesam_box_mask.png,0.7752985956162226,0.8702219924359981,0.9640039205551147,0.0,0.012557387999549974,0.012557387999549974,79.63439530862928
66,8,000007.png,82,robot_gripper,partial_occlusion,data/cogar_sim_500_final/rgb/000007.png,data/cogar_sim_500_final/instance_masks/final/ann_00000082_img_000007_cat_robot_gripper.png,outputs/sim_mobilesam_box_final/masks/row_00066_object_82_mobilesam_box_mask.png,0.8772802653399668,1.0,0.9843734502792358,0.0,0.01298819099974935,0.01298819099974935,76.99301619596588
67,8,000007.png,83,robot_gripper,partial_occlusion,data/cogar_sim_500_final/rgb/000007.png,data/cogar_sim_500_final/instance_masks/final/ann_00000083_img_000007_cat_robot_gripper.png,outputs/sim_mobilesam_box_final/masks/row_00067_object_83_mobilesam_box_mask.png,0.8575458392101551,1.0,0.9696366786956787,0.0,0.012791895998816472,0.012791895998816472,78.17449423389009
68,9,000008.png,86,cable,small_parts,data/cogar_sim_500_final/rgb/000008.png,data/cogar_sim_500_final/instance_masks/final/ann_00000086_img_000008_cat_cable.png,outputs/sim_mobilesam_box_final/masks/row_00068_object_86_mobilesam_box_mask.png,0.25387433079740773,0.7804054054054055,0.9245628118515015,0.029110291998222237,0.144430246000411,0.17354053799863323,5.762342398684253
69,9,000008.png,87,screw,small_parts,data/cogar_sim_500_final/rgb/000008.png,data/cogar_sim_500_final/instance_masks/final/ann_00000087_img_000008_cat_screw.png,outputs/sim_mobilesam_box_final/masks/row_00069_object_87_mobilesam_box_mask.png,0.8625,1.0,0.9506932497024536,0.0,0.012586979999468895,0.012586979999468895,79.44717478236994
70,9,000008.png,88,screw,small_parts,data/cogar_sim_500_final/rgb/000008.png,data/cogar_sim_500_final/instance_masks/final/ann_00000088_img_000008_cat_screw.png,outputs/sim_mobilesam_box_final/masks/row_00070_object_88_mobilesam_box_mask.png,0.9137168141592921,1.0,0.9901089668273926,0.0,0.012986484001885401,0.012986484001885401,77.00313648057613
71,9,000008.png,89,tool,small_parts,data/cogar_sim_500_final/rgb/000008.png,data/cogar_sim_500_final/instance_masks/final/ann_00000089_img_000008_cat_tool.png,outputs/sim_mobilesam_box_final/masks/row_00071_object_89_mobilesam_box_mask.png,0.9762470308788599,1.0,1.0022598505020142,0.0,0.013318278000951977,0.013318278000951977,75.08478197620751
72,9,000008.png,90,connector,small_parts,data/cogar_sim_500_final/rgb/000008.png,data/cogar_sim_500_final/instance_masks/final/ann_00000090_img_000008_cat_connector.png,outputs/sim_mobilesam_box_final/masks/row_00072_object_90_mobilesam_box_mask.png,0.9769365755828529,1.0,0.9908595681190491,0.0,0.012720685001113452,0.012720685001113452,78.6121187587358
73,9,000008.png,91,plastic_object,small_parts,data/cogar_sim_500_final/rgb/000008.png,data/cogar_sim_500_final/instance_masks/final/ann_00000091_img_000008_cat_plastic_object.png,outputs/sim_mobilesam_box_final/masks/row_00073_object_91_mobilesam_box_mask.png,0.9488082340195017,1.0,0.9979537129402161,0.0,0.012639152999327052,0.012639152999327052,79.11922579410528
74,9,000008.png,92,box,small_parts,data/cogar_sim_500_final/rgb/000008.png,data/cogar_sim_500_final/instance_masks/final/ann_00000092_img_000008_cat_box.png,outputs/sim_mobilesam_box_final/masks/row_00074_object_92_mobilesam_box_mask.png,0.20291592543893572,0.8687053154738404,0.9468332529067993,0.0,0.01260076700054924,0.01260076700054924,79.36024846395559
