primary_challenge,count,mean,median,std,min,max
transparent_glass,1213,0.8498518935699836,0.9316120027913468,0.19047029277785463,0.0,0.9970249644289224
partial_occlusion,1443,0.8672782633626817,0.937354640258084,0.1771170910607269,0.0,0.9940824330833276
small_parts,2411,0.8774405425871026,0.9263803680981596,0.14417713890160785,0.0,1.0
reflective_metal,1318,0.8838646382260069,0.9477128727829107,0.16874725923393988,0.0,0.994381468703795
dynamic_scene,1341,0.8928487230605677,0.954,0.15266950955370578,0.0,1.0
