object_id,count,mean_iou,median_iou,min_iou,max_iou,std_iou,mean_sam_score
410,1,0.0,0.0,0.0,0.0,,1.020616054534912
43,1,0.0,0.0,0.0,0.0,,1.026608943939209
388,1,0.0,0.0,0.0,0.0,,1.020632266998291
52,1,0.0,0.0,0.0,0.0,,1.026608943939209
355,1,0.0,0.0,0.0,0.0,,1.0022374391555786
353,1,0.0,0.0,0.0,0.0,,1.0022374391555786
159,1,0.0,0.0,0.0,0.0,,1.0166327953338623
150,1,0.0,0.0,0.0,0.0,,1.0166327953338623
409,1,0.0,0.0,0.0,0.0,,1.020616054534912
358,1,6.461200491051237e-05,6.461200491051237e-05,6.461200491051237e-05,6.461200491051237e-05,,0.9728970527648926
375,1,8.699939100426297e-05,8.699939100426297e-05,8.699939100426297e-05,8.699939100426297e-05,,0.9907894134521484
270,1,0.0001485442661913,0.0001485442661913,0.0001485442661913,0.0001485442661913,,1.011000633239746
341,1,0.0001693193362682,0.0001693193362682,0.0001693193362682,0.0001693193362682,,1.0026954412460327
32,1,0.0001840942562592,0.0001840942562592,0.0001840942562592,0.0001840942562592,,0.9175137281417848
252,1,0.0003894080996884,0.0003894080996884,0.0003894080996884,0.0003894080996884,,0.9264395236968994
15,1,0.0003952256738597,0.0003952256738597,0.0003952256738597,0.0003952256738597,,1.0052058696746826
300,1,0.0005640157924421,0.0005640157924421,0.0005640157924421,0.0005640157924421,,0.8942335247993469
166,1,0.0007481296758104,0.0007481296758104,0.0007481296758104,0.0007481296758104,,1.006737470626831
312,1,0.001235279584946,0.001235279584946,0.001235279584946,0.001235279584946,,0.9340606927871704
235,1,0.0012727628744859,0.0012727628744859,0.0012727628744859,0.0012727628744859,,0.8821831941604614
61,1,0.0017256255392579,0.0017256255392579,0.0017256255392579,0.0017256255392579,,0.8988894820213318
209,1,0.0018533772652388,0.0018533772652388,0.0018533772652388,0.0018533772652388,,0.975082278251648
316,1,0.0021262054825727,0.0021262054825727,0.0021262054825727,0.0021262054825727,,0.9340606927871704
189,1,0.0021985857745558,0.0021985857745558,0.0021985857745558,0.0021985857745558,,0.9844660758972168
231,1,0.0022140221402214,0.0022140221402214,0.0022140221402214,0.0022140221402214,,0.9864585399627686
253,1,0.0022875816993464,0.0022875816993464,0.0022875816993464,0.0022875816993464,,0.9703680276870728
407,1,0.0023304930449348,0.0023304930449348,0.0023304930449348,0.0023304930449348,,0.978825032711029
16,1,0.002740262282247,0.002740262282247,0.002740262282247,0.002740262282247,,0.9336979389190674
33,1,0.0042833607907743,0.0042833607907743,0.0042833607907743,0.0042833607907743,,0.8995828032493591
165,1,0.0044077134986225,0.0044077134986225,0.0044077134986225,0.0044077134986225,,0.9336705207824708
386,1,0.0050813008130081,0.0050813008130081,0.0050813008130081,0.0050813008130081,,0.9339406490325928
143,1,0.0068471833177715,0.0068471833177715,0.0068471833177715,0.0068471833177715,,0.9872416257858276
140,1,0.0074986609534011,0.0074986609534011,0.0074986609534011,0.0074986609534011,,0.9585164785385132
228,1,0.0083159138416795,0.0083159138416795,0.0083159138416795,0.0083159138416795,,0.9611680507659912
149,1,0.0090822179732313,0.0090822179732313,0.0090822179732313,0.0090822179732313,,0.9794878959655762
262,1,0.022627010103885,0.022627010103885,0.022627010103885,0.022627010103885,,0.9647923111915588
46,1,0.024390243902439,0.024390243902439,0.024390243902439,0.024390243902439,,0.9506572484970092
383,1,0.0279001468428781,0.0279001468428781,0.0279001468428781,0.0279001468428781,,0.9720087051391602
329,1,0.031017594775984,0.031017594775984,0.031017594775984,0.031017594775984,,0.9193969368934632
202,1,0.0385723431498079,0.0385723431498079,0.0385723431498079,0.0385723431498079,,0.9803014993667604
168,1,0.0576082638061183,0.0576082638061183,0.0576082638061183,0.0576082638061183,,0.9247309565544128
413,1,0.0617041402896019,0.0617041402896019,0.0617041402896019,0.0617041402896019,,0.978825032711029
326,1,0.0791200308761096,0.0791200308761096,0.0791200308761096,0.0791200308761096,,0.9298508167266846
69,1,0.1001757469244288,0.1001757469244288,0.1001757469244288,0.1001757469244288,,0.898980438709259
319,1,0.1011403073872087,0.1011403073872087,0.1011403073872087,0.1011403073872087,,0.9340606927871704
213,1,0.1108013439130745,0.1108013439130745,0.1108013439130745,0.1108013439130745,,0.9681100845336914
