prompt_name,num_objects,mean_iou,median_iou,min_iou,max_iou,std_iou,mean_sam_score,median_sam_score,min_sam_score,max_sam_score
sim_sam_vit_b_box,360,0.888514949228293,0.9421510674278428,0.01931330472103,0.9927461956950248,0.15073276331534075,0.9480175115995937,0.9685550034046174,0.5401599407196045,1.00574791431427
