object_id,count,mean_iou,median_iou,min_iou,max_iou,std_iou,mean_sam_score
383,1,0.01931330472103,0.01931330472103,0.01931330472103,0.01931330472103,,0.9732640385627748
213,1,0.091533180778032,0.091533180778032,0.091533180778032,0.091533180778032,,0.7612237334251404
262,1,0.1873111782477341,0.1873111782477341,0.1873111782477341,0.1873111782477341,,0.850601077079773
311,1,0.2182030338389731,0.2182030338389731,0.2182030338389731,0.2182030338389731,,0.5401599407196045
355,1,0.2425149700598802,0.2425149700598802,0.2425149700598802,0.2425149700598802,,0.6712243556976318
357,1,0.2654145671094823,0.2654145671094823,0.2654145671094823,0.2654145671094823,,0.7451877593994141
284,1,0.2951984321411073,0.2951984321411073,0.2951984321411073,0.2951984321411073,,0.960508108139038
231,1,0.3204081632653061,0.3204081632653061,0.3204081632653061,0.3204081632653061,,0.6913702487945557
319,1,0.37263910158244,0.37263910158244,0.37263910158244,0.37263910158244,,0.7381958961486816
58,1,0.415979157620495,0.415979157620495,0.415979157620495,0.415979157620495,,0.9411941766738892
66,1,0.4319066147859922,0.4319066147859922,0.4319066147859922,0.4319066147859922,,0.944687843322754
413,1,0.4352490421455938,0.4352490421455938,0.4352490421455938,0.4352490421455938,,0.6894814968109131
69,1,0.4402985074626865,0.4402985074626865,0.4402985074626865,0.4402985074626865,,0.8044207692146301
244,1,0.4443434802362562,0.4443434802362562,0.4443434802362562,0.4443434802362562,,0.8834773302078247
46,1,0.5121951219512195,0.5121951219512195,0.5121951219512195,0.5121951219512195,,0.7812210917472839
390,1,0.5302603800140746,0.5302603800140746,0.5302603800140746,0.5302603800140746,,0.6348758935928345
78,1,0.5604066985645934,0.5604066985645934,0.5604066985645934,0.5604066985645934,,0.6854797601699829
360,1,0.5639629831246598,0.5639629831246598,0.5639629831246598,0.5639629831246598,,0.8571056127548218
356,1,0.5703559936666837,0.5703559936666837,0.5703559936666837,0.5703559936666837,,0.827177107334137
30,1,0.5870980091883614,0.5870980091883614,0.5870980091883614,0.5870980091883614,,0.9124353528022766
358,1,0.5984318911770262,0.5984318911770262,0.5984318911770262,0.5984318911770262,,0.8475583791732788
381,1,0.6192458940550544,0.6192458940550544,0.6192458940550544,0.6192458940550544,,1.0034892559051514
365,1,0.6318027210884354,0.6318027210884354,0.6318027210884354,0.6318027210884354,,0.9750624895095824
219,1,0.6429906542056075,0.6429906542056075,0.6429906542056075,0.6429906542056075,,0.6634426116943359
253,1,0.6444444444444445,0.6444444444444445,0.6444444444444445,0.6444444444444445,,0.8726837635040283
409,1,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.6551724137931034,,0.9350389838218688
241,1,0.6575797872340425,0.6575797872340425,0.6575797872340425,0.6575797872340425,,0.787322461605072
85,1,0.6588602654176424,0.6588602654176424,0.6588602654176424,0.6588602654176424,,0.9089142084121704
296,1,0.6594629993451212,0.6594629993451212,0.6594629993451212,0.6594629993451212,,0.847414493560791
165,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.9082915782928468
353,1,0.6918902920284136,0.6918902920284136,0.6918902920284136,0.6918902920284136,,0.9024380445480348
54,1,0.6974656810982048,0.6974656810982048,0.6974656810982048,0.6974656810982048,,0.6178724765777588
143,1,0.7126436781609196,0.7126436781609196,0.7126436781609196,0.7126436781609196,,0.8771918416023254
179,1,0.7145790554414785,0.7145790554414785,0.7145790554414785,0.7145790554414785,,0.8590177893638611
316,1,0.7403414195867026,0.7403414195867026,0.7403414195867026,0.7403414195867026,,0.8980138301849365
43,1,0.7415730337078652,0.7415730337078652,0.7415730337078652,0.7415730337078652,,0.9169406294822692
15,1,0.7435897435897436,0.7435897435897436,0.7435897435897436,0.7435897435897436,,0.843997061252594
279,1,0.7441237726867004,0.7441237726867004,0.7441237726867004,0.7441237726867004,,0.9610034227371216
391,1,0.7500860585197935,0.7500860585197935,0.7500860585197935,0.7500860585197935,,0.9186421632766724
389,1,0.7523314351737229,0.7523314351737229,0.7523314351737229,0.7523314351737229,,0.9212421178817748
